State,County,Violent_crime,MNNM,"Forcible 
rape",Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny-
theft","Motor 
vehicle 
theft",Arson1
South Carolina,Chester,154,3,5,13,133,903,258,581,64,6
South Carolina,Chesterfield,140,3,9,6,122,842,222,564,56,6
South Carolina,Clarendon,125,1,10,9,105,912,268,575,69,2
South Carolina,Colleton,208,7,17,28,156,"1,332",421,728,183,16
South Carolina,Dillon,263,2,1,41,219,"1,154",488,602,64,10
South Carolina,Georgetown,208,2,9,19,178,"1,592",491,971,130,7
South Carolina,Greenwood,287,0,12,14,261,"1,642",394,"1,174",74,1
South Carolina,Hampton,92,0,1,7,84,345,133,195,17,3
South Carolina,Jasper,65,2,4,19,40,715,226,438,51,2
South Carolina,Lancaster,273,3,17,51,202,"2,064",639,"1,301",124,3
South Carolina,Lee,77,1,4,4,68,545,233,268,44,7
South Carolina,Marion,124,0,4,13,107,724,241,432,51,2
South Carolina,Marlboro,186,2,14,17,153,732,257,415,60,4
South Carolina,McCormick,19,0,1,3,15,119,37,65,17,1
South Carolina,Newberry,63,3,3,11,46,437,98,312,27,1
South Carolina,Oconee,269,0,25,10,234,"1,386",475,787,124,6
South Carolina,Orangeburg,392,15,15,101,261,"3,674","1,122","2,067",485,12
South Carolina,Union,104,1,0,7,96,532,170,348,14,3
South Carolina,Williamsburg,128,5,8,22,93,879,291,483,105,7
South Dakota,Lincoln,12,0,1,0,11,127,40,80,7,1
South Dakota,Meade,4,0,0,1,3,41,11,27,3,0
South Dakota,Minnehaha,38,0,2,2,34,373,180,175,18,2
South Dakota,Pennington,85,2,25,0,58,396,105,278,13,3
South Dakota,Turner,5,0,1,0,4,44,11,25,8,2
South Dakota,Union,3,0,2,0,1,33,0,31,2,0
South Dakota,Beadle,1,0,0,0,1,33,11,21,1,0
South Dakota,Bennett,2,0,0,0,2,15,4,11,0,0
South Dakota,Bon Homme,0,0,0,0,0,1,1,0,0,0
South Dakota,Brookings,3,0,0,0,3,84,20,63,1,0
South Dakota,Brown,4,0,0,0,4,30,4,23,3,0
South Dakota,Butte,0,0,0,0,0,23,10,12,1,1
South Dakota,Campbell,0,0,0,0,0,3,2,1,0,0
South Dakota,Charles Mix,16,0,1,0,15,43,21,17,5,2
South Dakota,Clark,0,0,0,0,0,13,8,4,1,0
South Dakota,Clay,1,0,0,0,1,18,1,15,2,0
South Dakota,Codington,10,0,4,0,6,33,5,24,4,0
South Dakota,Custer,5,0,0,0,5,63,21,38,4,0
South Dakota,Davison,1,0,0,0,1,6,1,4,1,0
South Dakota,Deuel,0,0,0,0,0,21,7,11,3,0
South Dakota,Dewey,1,0,1,0,0,9,2,5,2,0
South Dakota,Edmunds,0,0,0,0,0,2,1,0,1,0
South Dakota,Faulk,0,0,0,0,0,12,4,8,0,0
South Dakota,Hamlin,9,1,1,1,6,43,24,17,2,1
South Dakota,Hanson,0,0,0,0,0,15,3,10,2,0
South Dakota,Harding,0,0,0,0,0,1,1,0,0,0
South Dakota,Hughes,2,1,1,0,0,12,9,3,0,0
South Dakota,Jerauld,0,0,0,0,0,1,0,1,0,0
South Dakota,Lawrence,2,0,0,0,2,29,14,15,0,1
South Dakota,Marshall,5,0,2,0,3,55,23,29,3,0
South Dakota,Mellette,8,0,0,1,7,11,6,5,0,0
South Dakota,Miner,1,0,0,0,1,10,5,5,0,0
South Dakota,Moody,2,0,0,1,1,15,2,11,2,0
South Dakota,Roberts,10,0,1,0,9,15,7,5,3,2
South Dakota,Spink,9,0,0,0,9,38,12,26,0,0
South Dakota,Stanley,1,0,0,0,1,49,7,41,1,0
South Dakota,Sully,1,0,0,0,1,1,0,0,1,0
South Dakota,Tripp,1,0,0,0,1,12,4,7,1,2
South Dakota,Yankton,7,0,3,0,4,111,32,73,6,0
South Dakota,Ziebach,0,0,0,0,0,0,0,0,0,0
Tennessee,Anderson,111,1,7,13,90,"1,021",453,503,65,7
Tennessee,Bradley,243,0,6,10,227,884,268,552,64,3
Tennessee,Cannon,19,0,1,0,18,133,63,54,16,2
Tennessee,Carter,63,0,0,1,62,710,275,390,45,10
Tennessee,Cheatham,84,6,9,1,68,669,205,390,74,1
Tennessee,Chester,26,1,3,1,21,145,40,79,26,0
Tennessee,Dickson,75,2,16,1,56,558,183,325,50,5
Tennessee,Fayette,119,0,0,3,116,610,209,355,46,0
Tennessee,Hamblen,121,0,3,21,97,950,365,551,34,9
Tennessee,Hamilton,259,1,15,20,223,"1,712",579,"1,041",92,5
Tennessee,Hartsville/Trousdale,45,0,2,0,43,271,73,195,3,3
Tennessee,Hawkins,75,3,5,9,58,"1,302",558,644,100,5
Tennessee,Hickman,41,2,4,1,34,243,79,132,32,0
Tennessee,Jefferson,93,3,7,9,74,952,375,510,67,3
Tennessee,Knox,650,8,27,129,486,"5,996","1,847","3,750",399,23
Tennessee,Loudon,84,2,2,16,64,677,229,398,50,5
Tennessee,Macon,36,0,2,0,34,189,34,141,14,1
Tennessee,Madison,155,2,13,10,130,893,281,530,82,7
Tennessee,Marion,79,1,2,5,71,400,124,219,57,1
Tennessee,Montgomery,92,1,9,0,82,741,154,548,39,3
Tennessee,Polk,32,0,0,0,32,234,56,156,22,4
Tennessee,Robertson,84,0,9,1,74,449,155,256,38,5
Tennessee,Rutherford,241,0,13,11,217,"1,504",451,933,120,4
Tennessee,Sequatchie,26,0,4,0,22,132,36,71,25,4
Tennessee,Shelby,474,6,39,69,360,"3,538","1,291","1,987",260,16
Tennessee,Smith,17,0,2,0,15,59,31,25,3,0
Tennessee,Stewart,24,0,2,1,21,194,78,99,17,0
Tennessee,Sullivan,280,1,34,12,233,"1,633",607,929,97,18
Tennessee,Tipton,347,2,15,7,323,765,222,453,90,6
Tennessee,Unicoi,12,1,1,1,9,145,39,100,6,3
Tennessee,Union,33,1,1,3,28,330,141,161,28,1
Tennessee,Washington,243,3,18,11,211,"1,120",460,608,52,4
Tennessee,Williamson,47,2,2,2,41,539,174,345,20,2
Tennessee,Wilson,257,3,65,11,178,"1,071",449,570,52,0
Tennessee,Bedford,41,0,0,4,37,259,113,133,13,2
Tennessee,Benton,36,1,2,0,33,247,63,175,9,1
Tennessee,Bledsoe,4,0,0,0,4,111,64,37,10,0
Tennessee,Campbell,65,1,7,5,52,"1,035",424,553,58,16
Tennessee,Carroll,38,0,1,1,36,193,97,83,13,0
Tennessee,Claiborne,105,1,1,17,86,827,347,433,47,3
Tennessee,Clay,15,1,1,0,13,97,58,34,5,1
Tennessee,Cocke,145,2,0,20,123,"1,084",469,520,95,9
Tennessee,Coffee,106,0,6,4,96,507,94,367,46,7
Tennessee,Crockett,28,1,0,1,26,107,37,62,8,2
Tennessee,Cumberland,77,2,5,8,62,"1,036",432,523,81,4
Tennessee,Decatur,17,0,1,4,12,178,68,97,13,3
Tennessee,DeKalb,29,0,3,3,23,351,143,189,19,1
Tennessee,Dyer,42,0,0,1,41,349,100,226,23,1
Tennessee,Fentress,22,0,0,1,21,338,147,176,15,0
Tennessee,Franklin,37,2,9,2,24,356,63,255,38,10
Tennessee,Gibson,66,0,3,4,59,358,181,152,25,5
Tennessee,Giles,39,1,4,2,32,243,102,125,16,3
Tennessee,Greene,168,1,11,15,141,"1,406",602,724,80,6
Tennessee,Hancock,13,0,1,0,12,142,55,83,4,0
Tennessee,Hardeman,82,1,4,3,74,412,205,161,46,4
Tennessee,Hardin,76,1,3,1,71,397,146,211,40,8
Tennessee,Haywood,44,1,2,2,39,198,69,104,25,2
Tennessee,Henderson,103,0,8,5,90,421,126,254,41,5
Tennessee,Henry,46,3,2,2,39,455,140,298,17,2
Tennessee,Houston,19,0,0,0,19,149,57,82,10,1
Tennessee,Humphreys,20,1,1,0,18,153,44,100,9,0
Tennessee,Jackson,24,0,1,5,18,222,63,141,18,4
Tennessee,Johnson,70,1,2,3,64,217,103,90,24,4
Tennessee,Lake,3,0,0,0,3,21,3,16,2,0
Tennessee,Lauderdale,60,1,2,4,53,406,179,183,44,1
Tennessee,Lawrence,101,1,7,2,91,570,257,267,46,13
Tennessee,Lewis,21,0,4,0,17,161,53,95,13,3
Tennessee,Lincoln,102,0,0,2,100,475,197,254,24,4
Tennessee,Marshall,23,0,1,0,22,138,35,98,5,1
Tennessee,Maury,140,4,11,8,117,743,185,489,69,6
Tennessee,McMinn,77,1,3,3,70,756,230,441,85,4
Tennessee,McNairy,39,1,5,1,32,299,94,166,39,1
Tennessee,Meigs,41,1,5,0,35,285,89,165,31,2
Tennessee,Monroe,99,1,2,1,95,721,184,478,59,8
Tennessee,Moore,5,0,2,0,3,110,21,88,1,0
Tennessee,Obion,16,0,2,1,13,225,50,151,24,2
Tennessee,Overton,27,1,1,0,25,214,99,107,8,0
Tennessee,Perry,25,0,1,0,24,141,54,82,5,3
Tennessee,Putnam,86,2,4,0,80,784,173,559,52,6
Tennessee,Rhea,87,0,9,4,74,363,116,209,38,3
Tennessee,Roane,56,0,0,2,54,705,227,423,55,0
Tennessee,Scott,80,0,4,2,74,560,287,254,19,1
Tennessee,Sevier,152,4,25,15,108,"2,038",917,"1,036",85,1
Tennessee,Van Buren,15,0,0,0,15,80,29,45,6,2
Tennessee,Warren,42,0,1,2,39,390,166,186,38,3
Tennessee,Wayne,20,2,0,1,17,75,14,52,9,1
Tennessee,Weakley,45,0,0,1,44,222,83,125,14,0
Tennessee,White,53,1,3,1,48,458,126,288,44,2
Texas,Aransas,21,0,6,3,12,319,116,181,22,0
Texas,Archer,8,0,1,0,7,70,23,45,2,1
Texas,Armstrong,0,0,0,0,0,22,11,10,1,0
Texas,Atascosa,29,0,0,0,29,378,119,239,20,1
Texas,Austin,18,5,4,0,9,194,98,83,13,0
Texas,Bandera,13,0,0,0,13,208,103,105,0,0
Texas,Bastrop,329,3,21,10,295,"1,076",497,520,59,6
Texas,Bell,40,0,18,6,16,837,294,516,27,17
Texas,Bexar,546,11,73,110,352,"6,999","2,151","4,417",431,90
Texas,Bowie,113,1,9,2,101,728,243,415,70,11
Texas,Brazoria,133,0,26,31,76,"1,514",573,836,105,0
Texas,Brazos,49,0,2,1,46,405,131,255,19,2
Texas,Burleson,27,0,17,0,10,130,76,39,15,0
Texas,Caldwell,16,0,2,0,14,210,71,132,7,0
Texas,Calhoun,20,0,2,0,18,127,37,86,4,0
Texas,Callahan,12,0,0,0,12,83,31,41,11,0
Texas,Cameron,157,1,6,31,119,"1,734",754,873,107,14
Texas,Carson,4,0,0,1,3,41,4,35,2,0
Texas,Chambers,49,2,3,5,39,523,159,305,59,4
Texas,Clay,10,0,0,2,8,130,43,83,4,1
Texas,Collin,86,0,9,4,73,809,417,315,77,1
Texas,Comal,230,2,32,12,184,930,350,552,28,1
Texas,Coryell,9,0,0,0,9,137,59,65,13,0
Texas,Crosby,1,0,0,0,1,16,5,9,2,0
Texas,Dallas,23,0,3,3,17,286,89,176,21,15
Texas,Delta,5,0,0,3,2,116,39,72,5,0
Texas,Denton,85,1,9,5,70,878,292,514,72,5
Texas,Ector,154,4,0,12,138,"1,172",362,750,60,3
Texas,Ellis,68,1,6,4,57,733,258,417,58,7
Texas,El Paso,310,2,34,23,251,"1,374",369,872,133,18
Texas,Fort Bend,896,8,50,132,706,"4,440","1,579","2,625",236,22
Texas,Galveston,112,0,13,13,86,873,288,516,69,19
Texas,Goliad,18,0,4,0,14,52,21,29,2,0
Texas,Grayson,42,5,10,6,21,704,244,409,51,10
Texas,Gregg,109,3,26,3,77,623,200,322,101,5
Texas,Guadalupe,59,1,5,3,50,750,318,386,46,6
Texas,Hardin,38,1,6,2,29,376,114,210,52,4
Texas,Harris,"8,089",77,212,"3,059","4,741","55,841","15,240","35,318","5,283",401
Texas,Hays,116,3,7,4,102,"1,119",332,750,37,4
Texas,Hidalgo,640,14,77,156,393,"7,208","2,835","3,876",497,191
Texas,Hunt,93,3,0,17,73,"1,194",659,465,70,2
Texas,Irion,1,0,0,0,1,18,2,15,1,0
Texas,Jefferson,25,2,2,3,18,474,126,287,61,0
Texas,Johnson,100,3,0,4,93,"1,107",370,705,32,6
Texas,Jones,4,0,1,0,3,73,23,47,3,0
Texas,Kaufman,189,2,25,8,154,"1,337",587,618,132,1
Texas,Kendall,17,0,7,4,6,202,67,127,8,2
Texas,Lampasas,1,0,1,0,0,101,29,69,3,2
Texas,Liberty,189,3,4,5,177,"1,270",438,644,188,11
Texas,Lubbock,174,0,25,9,140,662,199,394,69,4
Texas,McLennan,109,0,38,7,64,765,304,405,56,14
Texas,Medina,41,0,2,0,39,255,117,120,18,0
Texas,Midland,29,1,0,4,24,527,194,301,32,1
Texas,Montgomery,862,7,50,146,659,"7,561","2,184","4,824",553,27
Texas,Nueces,62,1,2,5,54,250,95,147,8,0
Texas,Orange,81,0,6,6,69,852,328,446,78,1
Texas,Parker,104,3,6,4,91,"1,128",437,626,65,0
Texas,Potter,30,3,4,1,22,211,67,128,16,1
Texas,Randall,31,0,3,1,27,348,114,199,35,3
Texas,Robertson,2,0,0,0,2,195,50,129,16,2
Texas,Rockwall,33,1,5,1,26,199,77,99,23,0
Texas,Rusk,68,5,2,3,58,567,248,262,57,5
Texas,San Jacinto,82,2,4,10,66,761,362,340,59,3
Texas,San Patricio,31,1,1,8,21,298,111,171,16,3
Texas,Smith,184,7,64,23,90,"2,021",629,"1,229",163,27
Texas,Tarrant,105,1,27,14,63,"1,245",445,722,78,0
Texas,Taylor,17,0,4,1,12,190,95,79,16,0
Texas,Tom Green,24,1,9,4,10,296,84,205,7,3
Texas,Travis,495,9,15,57,414,"3,692","1,168","2,367",157,28
Texas,Upshur,41,0,9,3,29,554,184,332,38,2
Texas,Victoria,109,1,7,7,94,555,175,351,29,0
Texas,Waller,38,2,2,2,32,323,118,178,27,0
Texas,Webb,90,2,3,2,83,311,120,155,36,3
Texas,Wichita,29,0,2,3,24,154,48,102,4,8
Texas,Williamson,129,2,26,6,95,"1,572",392,"1,129",51,10
Texas,Wilson,15,1,1,2,11,238,86,135,17,0
Texas,Wise,117,0,9,2,106,449,175,262,12,0
Texas,Anderson,78,4,6,3,65,396,165,213,18,13
Texas,Andrews,5,0,0,0,5,90,36,52,2,0
Texas,Angelina,54,0,7,7,40,371,176,180,15,1
Texas,Bailey,3,0,1,0,2,41,20,18,3,0
Texas,Baylor,3,0,0,0,3,21,10,10,1,1
Texas,Bee,43,0,9,2,32,148,47,85,16,2
Texas,Blanco,13,0,0,0,13,94,45,35,14,0
Texas,Borden,0,0,0,0,0,2,2,0,0,0
Texas,Bosque,5,0,0,0,5,133,45,83,5,0
Texas,Brewster,8,1,1,0,6,32,14,17,1,0
Texas,Briscoe,2,0,0,0,2,8,5,2,1,0
Texas,Brooks,9,0,2,0,7,5,1,2,2,1
Texas,Brown,37,0,0,0,37,193,75,115,3,2
Texas,Burnet,14,0,5,0,9,307,119,155,33,1
Texas,Camp,7,0,5,0,2,139,73,61,5,1
Texas,Cass,39,0,8,1,30,394,160,197,37,0
Texas,Castro,3,1,0,0,2,70,24,44,2,1
Texas,Cherokee,66,2,3,7,54,539,192,292,55,4
Texas,Childress,5,0,1,0,4,13,6,5,2,4
Texas,Cochran,0,0,0,0,0,73,22,46,5,1
Texas,Coke,1,0,0,0,1,16,15,0,1,0
Texas,Coleman,1,0,0,0,1,47,17,26,4,1
Texas,Collingsworth,0,0,0,0,0,0,0,0,0,0
Texas,Colorado,11,0,1,1,9,160,55,91,14,0
Texas,Comanche,15,0,0,0,15,127,40,84,3,1
Texas,Concho,3,0,2,0,1,14,7,5,2,0
Texas,Cooke,29,2,6,3,18,280,102,159,19,2
Texas,Cottle,0,0,0,0,0,4,3,1,0,0
Texas,Crane,1,0,0,0,1,25,11,13,1,1
Texas,Culberson,5,0,1,0,4,10,0,8,2,0
Texas,Dallam,1,0,0,0,1,26,8,17,1,0
Texas,Dawson,0,0,0,0,0,44,14,26,4,1
Texas,Deaf Smith,7,0,1,1,5,82,33,46,3,3
Texas,DeWitt,18,0,0,0,18,98,36,60,2,1
Texas,Dickens,0,0,0,0,0,1,1,0,0,0
Texas,Dimmit,47,0,0,5,42,157,55,91,11,1
Texas,Donley,9,0,0,0,9,40,14,25,1,0
Texas,Duval,39,1,1,3,34,99,37,47,15,0
Texas,Eastland,4,0,0,0,4,19,6,12,1,1
Texas,Edwards,3,0,0,0,3,31,14,17,0,0
Texas,Erath,20,0,8,0,12,134,35,83,16,0
Texas,Falls,7,0,0,0,7,92,40,39,13,1
Texas,Fannin,23,1,3,0,19,218,91,116,11,0
Texas,Fayette,6,2,0,0,4,180,67,101,12,2
Texas,Fisher,10,0,0,0,10,54,22,32,0,0
Texas,Floyd,4,0,1,0,3,9,3,6,0,0
Texas,Foard,1,0,0,0,1,6,2,4,0,0
Texas,Franklin,19,0,4,2,13,108,57,42,9,0
Texas,Freestone,8,1,0,0,7,135,36,88,11,0
Texas,Frio,4,0,0,0,4,83,38,41,4,0
Texas,Gaines,6,1,0,0,5,70,24,41,5,4
Texas,Garza,2,0,0,0,2,36,15,18,3,0
Texas,Gillespie,8,1,3,0,4,89,30,58,1,0
Texas,Glasscock,1,0,0,0,1,13,3,10,0,0
Texas,Gonzales,13,1,2,2,8,133,54,62,17,2
Texas,Gray,11,0,2,1,8,100,33,64,3,0
Texas,Grimes,16,1,2,2,11,309,117,170,22,2
Texas,Hale,3,0,1,0,2,98,45,47,6,0
Texas,Hall,3,0,0,1,2,6,2,3,1,0
Texas,Hamilton,24,0,1,2,21,184,98,79,7,3
Texas,Hansford,1,0,0,0,1,20,4,15,1,3
Texas,Hardeman,7,0,1,0,6,98,45,51,2,16
Texas,Harrison,112,1,3,4,104,590,235,332,23,1
Texas,Hartley,9,0,1,0,8,34,13,19,2,0
Texas,Haskell,2,0,1,0,1,15,4,11,0,0
Texas,Hemphill,14,0,1,1,12,42,7,32,3,0
Texas,Henderson,168,3,34,11,120,"1,324",527,672,125,2
Texas,Hill,5,1,4,0,0,377,160,200,17,4
Texas,Hockley,5,0,1,0,4,88,37,46,5,0
Texas,Hood,86,1,8,5,72,710,202,445,63,8
Texas,Hopkins,12,0,6,0,6,131,65,55,11,0
Texas,Houston,14,1,0,0,13,209,73,112,24,0
Texas,Howard,22,0,0,0,22,167,65,88,14,0
Texas,Hudspeth,10,0,0,1,9,44,20,10,14,1
Texas,Hutchinson,16,0,1,0,15,135,34,88,13,0
Texas,Jack,7,0,0,0,7,42,20,16,6,1
Texas,Jackson,18,0,0,1,17,69,18,49,2,0
Texas,Jasper,80,0,9,0,71,306,121,173,12,0
Texas,Jeff Davis,5,0,2,0,3,9,5,4,0,0
Texas,Jim Hogg,10,0,0,0,10,25,10,15,0,0
Texas,Jim Wells,79,1,9,2,67,326,147,152,27,2
Texas,Karnes,17,0,0,0,17,140,65,62,13,3
Texas,Kenedy,0,0,0,0,0,4,1,2,1,0
Texas,Kent,2,0,0,0,2,21,4,17,0,0
Texas,Kerr,33,0,5,0,28,364,110,235,19,2
Texas,Kimble,3,1,2,0,0,14,6,5,3,0
Texas,King,1,0,0,0,1,4,4,0,0,0
Texas,Kinney,7,1,0,0,6,11,6,3,2,2
Texas,Kleberg,6,0,1,0,5,185,31,151,3,0
Texas,Knox,0,0,0,0,0,17,5,10,2,0
Texas,Lamar,30,1,6,0,23,377,155,203,19,0
Texas,Lamb,14,0,2,0,12,114,29,76,9,0
Texas,La Salle,13,0,0,1,12,60,16,43,1,0
Texas,Lavaca,7,1,1,0,5,65,28,33,4,0
Texas,Lee,22,1,6,1,14,117,62,47,8,1
Texas,Leon,19,0,2,1,16,177,76,92,9,0
Texas,Limestone,81,0,24,1,56,374,165,198,11,5
Texas,Lipscomb,0,0,0,0,0,16,1,13,2,0
Texas,Live Oak,3,0,1,0,2,71,34,36,1,0
Texas,Llano,11,1,4,1,5,312,102,203,7,1
Texas,Loving,0,0,0,0,0,0,0,0,0,0
Texas,Lynn,2,0,1,0,1,27,12,13,2,1
Texas,Madison,23,2,1,0,20,139,55,70,14,0
Texas,Marion,48,0,8,3,37,239,104,122,13,2
Texas,Martin,1,0,0,0,1,36,15,17,4,0
Texas,Mason,2,0,1,0,1,35,5,30,0,0
Texas,Matagorda,44,0,2,1,41,332,139,184,9,1
Texas,Maverick,73,0,5,1,67,464,203,234,27,1
Texas,McCulloch,2,0,0,1,1,39,16,22,1,0
Texas,McMullen,2,0,1,0,1,6,0,5,1,0
Texas,Menard,1,1,0,0,0,8,2,5,1,0
Texas,Milam,11,0,2,0,9,186,52,124,10,2
Texas,Mills,2,0,0,0,2,53,20,31,2,1
Texas,Mitchell,1,0,0,0,1,26,7,19,0,0
Texas,Montague,14,0,0,0,14,210,88,103,19,1
Texas,Moore,2,0,1,0,1,77,25,46,6,0
Texas,Morris,41,0,6,4,31,125,66,52,7,2
Texas,Motley,2,0,0,0,2,19,6,12,1,1
Texas,Nacogdoches,73,2,5,4,62,504,203,269,32,2
Texas,Navarro,47,0,18,3,26,603,245,337,21,1
Texas,Newton,10,0,0,1,9,139,50,80,9,2
Texas,Nolan,8,1,0,0,7,62,26,31,5,1
Texas,Ochiltree,6,1,0,0,5,33,9,21,3,0
Texas,Oldham,2,0,0,0,2,17,3,12,2,0
Texas,Palo Pinto,30,0,1,1,28,191,106,71,14,1
Texas,Panola,30,2,7,2,19,247,79,141,27,2
Texas,Parmer,1,0,0,1,0,42,11,30,1,0
Texas,Pecos,9,1,1,1,6,35,10,23,2,1
Texas,Polk,70,3,27,8,32,741,311,386,44,3
Texas,Presidio,4,0,0,1,3,9,7,1,1,0
Texas,Rains,17,0,1,2,14,119,47,67,5,0
Texas,Reagan,2,0,0,0,2,7,2,5,0,0
Texas,Real,5,0,0,0,5,12,8,4,0,0
Texas,Red River,19,0,1,0,18,132,70,54,8,1
Texas,Reeves,13,0,2,0,11,81,29,48,4,1
Texas,Refugio,8,0,2,0,6,33,12,20,1,0
Texas,Roberts,3,0,1,0,2,25,5,17,3,0
Texas,Runnels,0,0,0,0,0,26,0,23,3,0
Texas,Sabine,26,1,2,1,22,68,30,37,1,2
Texas,San Augustine,17,0,1,0,16,107,38,64,5,1
Texas,San Saba,9,0,1,1,7,15,10,5,0,1
Texas,Schleicher,1,0,0,0,1,11,3,8,0,0
Texas,Scurry,4,1,0,0,3,90,26,55,9,0
Texas,Shackelford,4,0,2,0,2,36,14,19,3,0
Texas,Shelby,36,2,2,7,25,270,69,182,19,5
Texas,Sherman,0,0,0,0,0,0,0,0,0,0
Texas,Somervell,7,0,2,2,3,95,25,67,3,2
Texas,Starr,113,3,11,8,91,418,178,203,37,4
Texas,Stephens,8,1,0,0,7,55,26,23,6,0
Texas,Sterling,3,0,0,0,3,15,5,9,1,2
Texas,Stonewall,5,0,0,0,5,10,8,2,0,0
Texas,Sutton,0,0,0,0,0,7,0,7,0,0
Texas,Swisher,7,0,4,0,3,30,14,14,2,1
Texas,Terrell,4,0,0,0,4,30,21,7,2,0
Texas,Terry,1,0,0,0,1,44,13,28,3,0
Texas,Throckmorton,0,0,0,0,0,5,5,0,0,0
Texas,Titus,51,2,6,4,39,281,119,144,18,5
Texas,Trinity,15,1,6,1,7,257,97,140,20,0
Texas,Tyler,93,2,12,4,75,401,221,153,27,8
Texas,Upton,2,0,1,0,1,20,3,17,0,0
Texas,Uvalde,28,0,3,1,24,161,71,85,5,0
Texas,Val Verde,14,1,1,3,9,167,64,91,12,1
Texas,Van Zandt,88,1,0,4,83,699,289,338,72,5
Texas,Walker,87,0,11,9,67,467,191,244,32,0
Texas,Ward,10,0,0,0,10,71,26,41,4,0
Texas,Washington,27,0,6,2,19,196,85,103,8,1
Texas,Wharton,54,0,0,11,43,358,171,161,26,8
Texas,Wheeler,12,1,0,1,10,49,13,32,4,1
Texas,Wilbarger,1,0,0,0,1,21,7,11,3,2
Texas,Willacy,66,0,9,1,56,291,113,166,12,5
Texas,Winkler,5,0,1,0,4,31,4,22,5,0
Texas,Wood,22,1,3,0,18,469,176,266,27,5
Texas,Yoakum,7,0,1,1,5,39,8,30,1,0
Texas,Young,8,0,0,0,8,96,42,49,5,0
Texas,Zapata,37,2,5,3,27,279,156,112,11,1
Texas,Zavala,22,0,0,1,21,73,23,43,7,1
Utah,Cache,21,0,10,3,8,388,61,314,13,2
Utah,Davis,21,0,7,1,13,287,63,207,17,0
Utah,Juab,5,0,1,0,4,78,13,56,9,1
Utah,Morgan,7,0,3,0,4,68,29,36,3,0
Utah,Salt Lake ,561,6,71,115,369,"7,577","1,590","5,320",667,27
Utah,Summit,16,0,5,2,9,530,99,390,41,0
Utah,Tooele,24,0,5,2,17,145,58,64,23,5
Utah,Utah,13,1,3,0,9,312,67,236,9,3
Utah,Washington,15,0,3,0,12,154,38,90,26,0
Utah,Weber,36,1,7,6,22,"1,277",267,953,57,6
Utah,Beaver,4,0,2,0,2,32,7,24,1,0
Utah,Box Elder,10,0,3,0,7,184,36,142,6,0
Utah,Carbon,6,0,2,0,4,140,55,84,1,1
Utah,Daggett,0,0,0,0,0,19,9,9,1,0
Utah,Duchesne,15,0,1,1,13,170,42,114,14,1
Utah,Emery,1,0,1,0,0,87,26,60,1,0
Utah,Grand,2,0,0,0,2,72,18,52,2,0
Utah,Iron,24,0,4,1,19,188,52,116,20,6
Utah,Millard,16,1,1,0,14,232,43,181,8,1
Utah,Rich,2,0,0,0,2,46,17,29,0,0
Utah,San Juan,7,0,3,0,4,40,15,22,3,0
Utah,Sevier,14,0,4,1,9,151,47,100,4,1
Utah,Uintah,29,0,3,0,26,311,120,169,22,1
Utah,Wasatch,7,0,0,0,7,118,22,87,9,0
Utah,Wayne,5,0,2,0,3,17,1,16,0,0
Vermont,Franklin,4,0,0,0,4,199,45,150,4,0
Vermont,Grand Isle,0,0,0,0,0,71,39,30,2,0
Vermont,Addison,0,0,0,0,0,0,0,0,0,0
Vermont,Bennington,2,0,0,0,2,3,0,2,1,0
Vermont,Lamoille,5,0,2,0,3,136,22,111,3,0
Vermont,Orange,5,0,5,0,0,67,14,51,2,0
Vermont,Orleans,0,0,0,0,0,43,13,29,1,0
Vermont,Rutland,1,0,0,0,1,74,4,68,2,0
Vermont,Washington,0,0,0,0,0,0,0,0,0,0
Vermont,Windham,0,0,0,0,0,10,1,8,1,0
Virginia,Albemarle County Police Department,126,2,27,21,76,"1,803",294,"1,432",77,11
Virginia,Amelia,21,1,3,5,12,156,47,95,14,4
Virginia,Amherst,29,0,7,3,19,461,53,388,20,3
Virginia,Appomattox,21,8,4,1,8,96,20,71,5,0
Virginia,Arlington County Police Department,329,1,25,142,161,"4,419",303,"3,904",212,3
Virginia,Bedford,244,2,6,2,234,735,187,496,52,3
Virginia,Botetourt,26,0,2,3,21,348,86,246,16,4
Virginia,Campbell,69,2,12,9,46,713,157,513,43,4
Virginia,Caroline,44,0,9,10,25,428,65,338,25,10
Virginia,Charles City,7,0,3,0,4,34,10,19,5,0
Virginia,Chesterfield County Police Department,479,10,60,217,192,"6,980","1,533","5,133",314,59
Virginia,Clarke,18,0,1,1,16,142,22,117,3,1
Virginia,Craig,0,0,0,0,0,18,10,8,0,0
Virginia,Cumberland,12,0,0,2,10,40,16,18,6,2
Virginia,Dinwiddie,49,1,9,8,31,471,137,279,55,4
Virginia,Fairfax County Police Department,953,22,120,379,432,"15,523","1,191","13,365",967,44
Virginia,Fauquier,42,0,12,5,25,597,111,448,38,3
Virginia,Fluvanna,17,0,1,1,15,269,57,196,16,3
Virginia,Franklin,33,2,9,3,19,604,114,444,46,1
Virginia,Frederick,93,1,42,22,28,"1,512",375,"1,044",93,3
Virginia,Giles,12,0,1,1,10,144,27,111,6,0
Virginia,Gloucester,18,0,5,2,11,583,80,487,16,3
Virginia,Goochland,20,2,2,2,14,183,31,145,7,1
Virginia,Greene,50,0,4,2,44,241,33,197,11,2
