State,County,Violent_crime,MNNM,Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
Arkansas,Crawford,37,0,9,1,27,264,46,189,29,0
Arkansas,Crittenden,120,5,11,8,96,306,75,194,37,5
Arkansas,Faulkner,81,2,10,3,66,794,202,492,100,12
Arkansas,Garland,352,0,35,14,303,"1,591",666,785,140,0
Arkansas,Grant,31,0,6,0,25,140,30,94,16,2
Arkansas,Jefferson,67,3,15,4,45,412,151,212,49,12
Arkansas,Lincoln,9,0,4,0,5,61,15,40,6,0
Arkansas,Little River,21,0,3,0,18,89,23,48,18,3
Arkansas,Lonoke,78,0,16,4,58,385,69,232,84,2
Arkansas,Miller3,35,0,8,0,27,,,149,22,1
Arkansas,Perry,16,0,5,0,11,137,16,121,0,0
Arkansas,Pulaski,345,1,18,26,300,"1,688",404,"1,088",196,13
Arkansas,Saline,193,0,40,12,141,843,326,395,122,7
Arkansas,Sebastian,53,0,9,1,43,212,80,122,10,2
Arkansas,Washington3,,,21,1,149,509,167,272,70,2
Arkansas,Arkansas,11,1,0,0,10,78,22,43,13,1
Arkansas,Ashley,17,2,5,2,8,212,56,128,28,5
Arkansas,Baxter,64,0,14,1,49,606,60,502,44,3
Arkansas,Boone,207,0,66,1,140,244,65,144,35,2
Arkansas,Bradley,14,0,4,0,10,37,15,15,7,1
Arkansas,Calhoun,3,0,0,0,3,50,7,38,5,0
Arkansas,Carroll,41,1,1,0,39,213,64,116,33,4
Arkansas,Chicot,4,0,0,0,4,96,34,62,0,0
Arkansas,Clark,39,0,4,0,35,46,17,26,3,0
Arkansas,Clay,7,0,3,0,4,53,16,34,3,0
Arkansas,Cleburne,122,3,8,2,109,302,94,189,19,5
Arkansas,Columbia,20,1,0,2,17,71,22,41,8,1
Arkansas,Conway,53,0,14,3,36,274,48,200,26,6
Arkansas,Cross,33,0,3,0,30,131,23,97,11,0
Arkansas,Drew,19,0,4,2,13,88,28,47,13,1
Arkansas,Fulton,28,0,4,0,24,57,0,48,9,6
Arkansas,Greene,26,0,3,0,23,180,49,107,24,2
Arkansas,Hempstead,54,0,5,0,49,121,32,74,15,0
Arkansas,Howard,23,0,4,3,16,45,24,19,2,0
Arkansas,Independence,195,3,38,4,150,439,149,235,55,18
Arkansas,Izard,48,1,18,0,29,282,76,191,15,11
Arkansas,Jackson,26,0,6,0,20,128,3,97,28,3
Arkansas,Johnson,36,2,1,2,31,165,60,77,28,0
Arkansas,Lee,10,0,2,0,8,106,17,74,15,0
Arkansas,Logan,11,0,2,0,9,138,22,98,18,1
Arkansas,Marion,87,2,18,0,67,292,100,182,10,1
Arkansas,Mississippi,31,1,5,1,24,249,74,132,43,0
Arkansas,Montgomery,9,0,4,0,5,92,41,49,2,0
Arkansas,Newton,27,0,3,0,24,32,17,13,2,3
Arkansas,Pike,1,0,0,0,1,60,26,32,2,1
Arkansas,Polk,41,0,7,0,34,69,22,44,3,0
Arkansas,Pope,50,2,12,0,36,287,87,173,27,2
Arkansas,Prairie,3,0,0,0,3,58,18,33,7,0
Arkansas,Scott,24,0,4,0,20,67,31,33,3,0
Arkansas,Searcy,23,1,6,0,16,30,9,17,4,1
Arkansas,Sevier,19,0,5,0,14,103,32,64,7,3
Arkansas,St. Francis,22,0,4,2,16,277,67,210,0,1
Arkansas,Union,51,1,4,4,42,278,43,197,38,3
Arkansas,White,190,2,54,3,131,668,193,383,92,14
Arkansas,Woodruff,11,0,2,0,9,50,15,21,14,2
Arkansas,Yell,44,1,9,3,31,178,53,101,24,2
California,Alameda,670,7,35,223,405,"2,064",385,"1,192",487,23
California,Butte,327,3,32,31,261,"1,394",588,757,49,2
California,Contra Costa,300,4,25,111,160,"1,462",376,"1,062",24,10
California,El Dorado,239,2,55,27,155,"1,991",526,"1,432",33,5
California,Fresno,"1,534",7,39,101,"1,387","3,395","1,546","1,245",604,136
California,Imperial,241,3,13,15,210,721,174,456,91,21
California,Kern,"2,423",50,177,420,"1,776","9,472","2,781","4,622","2,069",300
California,Kings,133,2,19,12,100,462,158,281,23,7
California,Los Angeles,"5,790",73,291,"1,457","3,969","15,912","3,397","8,676","3,839",232
California,Madera,453,3,32,16,402,"1,138",469,640,29,7
California,Marin,96,2,9,15,70,685,128,548,9,5
California,Merced,608,5,25,44,534,"1,434",439,950,45,5
California,Monterey,253,2,32,51,168,"1,331",354,935,42,9
California,Napa,72,1,9,3,59,222,62,152,8,0
California,Orange,310,1,36,17,256,"1,089",197,747,145,16
California,Placer,223,1,27,31,164,"1,284",353,878,53,4
California,Riverside,829,16,45,167,601,"7,529","1,507","4,578","1,444",17
California,Sacramento,"2,351",28,195,617,"1,511","7,909","2,119","5,586",204,75
California,San Benito,51,0,4,8,39,152,62,83,7,0
California,San Bernardino,"1,054",13,139,179,723,"4,809","1,357","2,329","1,123",65
California,San Diego,"1,523",13,114,225,"1,171","4,533",950,"2,768",815,48
California,San Joaquin,757,6,29,179,543,"2,729",779,"1,823",127,19
California,San Luis Obispo,115,1,23,7,84,"1,083",394,670,19,4
California,San Mateo,310,3,77,78,152,"2,840",335,"2,124",381,11
California,Santa Barbara,229,3,25,22,179,"1,208",336,848,24,3
California,Santa Clara,321,1,41,31,248,"1,421",213,974,234,0
California,Santa Cruz,297,3,34,45,215,"1,807",432,"1,354",21,10
California,Shasta,477,10,44,19,404,972,477,446,49,40
California,Solano,147,2,11,14,120,396,153,140,103,14
California,Sonoma,516,4,64,42,406,"1,080",340,734,6,13
California,Stanislaus,435,13,31,133,258,"1,735",614,"1,053",68,18
California,Sutter,64,0,8,2,54,591,184,367,40,1
California,Tulare4,372,13,40,60,259,"1,976",627,"1,349",0,0
California,Ventura,141,3,19,21,98,697,154,473,70,7
California,Yolo,81,2,7,7,65,287,82,194,11,2
California,Yuba,225,7,28,45,145,912,338,560,14,21
California,Alpine,12,0,2,1,9,27,11,16,0,0
California,Amador,83,3,8,5,67,338,78,258,2,4
California,Calaveras,187,2,27,14,144,615,217,376,22,0
California,Colusa,24,2,7,5,10,185,68,114,3,1
California,Del Norte,102,1,20,12,69,299,130,163,6,4
California,Glenn,55,1,9,7,38,444,132,276,36,3
California,Humboldt,240,7,17,52,164,899,338,538,23,16
California,Inyo,80,0,6,4,70,139,58,80,1,3
California,Lake,201,4,13,20,164,490,278,206,6,10
California,Lassen,57,0,6,3,48,224,109,113,2,7
California,Mariposa,67,0,7,1,59,192,41,147,4,0
California,Mendocino,213,5,21,28,159,383,199,178,6,13
California,Modoc,27,0,3,1,23,41,15,24,2,1
California,Mono,22,0,6,0,16,45,8,36,1,1
California,Nevada,150,2,16,5,127,423,211,205,7,1
California,Plumas,130,0,14,4,112,312,139,165,8,3
California,Sierra,5,0,1,0,4,22,9,11,2,0
California,Siskiyou,73,2,6,0,65,172,101,56,15,0
California,Tehama,62,1,12,6,43,452,197,244,11,5
California,Trinity,77,2,11,7,57,194,89,102,3,6
California,Tuolumne,169,2,52,11,104,555,272,271,12,3
Colorado,Arapahoe,350,2,66,33,249,"1,865",322,"1,252",291,28
Colorado,Boulder,78,1,16,6,55,672,149,462,61,4
Colorado,Clear Creek,24,0,4,0,20,56,11,37,8,8
Colorado,Douglas,366,1,131,20,214,"2,489",373,"1,829",287,26
Colorado,Elbert,19,0,1,0,18,3,0,1,2,0
Colorado,El Paso,588,10,147,41,390,"2,368",431,"1,590",347,25
Colorado,Gilpin,36,0,5,2,29,86,18,62,6,2
Colorado,Larimer,153,1,33,6,113,903,195,626,82,9
Colorado,Mesa,146,1,27,7,111,"1,017",206,717,94,20
Colorado,Pueblo,52,1,1,14,36,"1,116",227,727,162,4
Colorado,Teller,31,1,9,1,20,104,37,61,6,5
Colorado,Weld,155,1,26,4,124,716,208,386,122,6
Colorado,Archuleta,49,1,2,2,44,94,25,63,6,6
Colorado,Baca,3,0,0,0,3,2,2,0,0,0
Colorado,Bent,32,1,2,0,29,187,76,102,9,1
Colorado,Chaffee,11,0,2,0,9,60,18,35,7,0
Colorado,Cheyenne,0,0,0,0,0,1,0,1,0,0
Colorado,Conejos,5,0,0,1,4,31,28,0,3,0
Colorado,Crowley,11,0,0,1,10,42,14,23,5,0
Colorado,Custer,19,0,0,0,19,69,9,57,3,2
Colorado,Delta,34,3,14,0,17,193,65,106,22,2
Colorado,Dolores,1,0,1,0,0,24,17,6,1,1
Colorado,Fremont,44,0,9,2,33,265,72,150,43,3
Colorado,Garfield,63,3,19,0,41,209,41,142,26,8
Colorado,Grand,9,0,0,0,9,47,13,32,2,2
Colorado,Gunnison,8,0,0,0,8,25,2,21,2,0
Colorado,Hinsdale,1,0,1,0,0,4,0,4,0,0
Colorado,Huerfano,20,3,1,2,14,119,35,75,9,5
Colorado,Jackson,1,0,0,0,1,5,1,3,1,0
Colorado,Kit Carson,7,0,2,1,4,41,11,27,3,0
Colorado,Lake,11,0,0,1,10,36,4,29,3,0
Colorado,La Plata,76,1,25,0,50,202,57,119,26,2
Colorado,Logan,13,0,6,0,7,91,24,49,18,2
Colorado,Mineral,1,0,0,0,1,0,0,0,0,0
Colorado,Moffat,4,0,0,0,4,28,6,22,0,0
Colorado,Montezuma,29,0,5,1,23,130,36,80,14,3
Colorado,Montrose,24,0,5,0,19,215,64,129,22,1
Colorado,Morgan,42,1,1,0,40,83,18,50,15,0
Colorado,Otero,4,0,0,0,4,104,47,43,14,0
Colorado,Pitkin,4,0,2,0,2,39,2,36,1,0
Colorado,Prowers,5,0,1,2,2,7,1,3,3,0
Colorado,Routt,13,0,4,0,9,45,14,28,3,1
Colorado,San Juan,1,0,0,0,1,3,0,2,1,0
Colorado,San Miguel,3,0,0,0,3,3,1,0,2,1
Colorado,Sedgwick,0,0,0,0,0,5,2,2,1,0
Colorado,Washington,2,0,2,0,0,56,4,47,5,0
Delaware,New Castle County Police Department,851,8,78,130,635,"4,464",775,"3,256",433,0
Florida,Alachua,734,7,106,105,516,"1,938",545,"1,257",136,18
Florida,Baker,94,2,5,7,80,287,49,214,24,1
Florida,Bay,327,2,36,24,265,"2,124",517,"1,430",177,4
Florida,Brevard,642,4,46,74,518,"3,691",754,"2,636",301,14
Florida,Broward,300,5,18,66,211,722,113,528,81,1
Florida,Charlotte,350,2,31,17,300,"1,763",227,"1,434",102,6
Florida,Citrus,345,2,19,42,282,"2,102",369,"1,504",229,8
Florida,Clay,574,2,94,87,391,"3,115",594,"2,295",226,14
Florida,Collier,898,9,109,138,642,"3,762",505,"3,042",215,4
Florida,Escambia,"1,419",11,187,237,984,"7,580","1,502","5,508",570,6
Florida,Flagler,195,3,28,9,155,"1,244",164,"1,021",59,2
Florida,Gadsden,104,0,14,5,85,247,112,121,14,3
Florida,Gilchrist,22,0,3,1,18,115,56,53,6,1
Florida,Hernando,466,6,77,50,333,"2,855",490,"2,169",196,23
Florida,Highlands,220,2,37,30,151,"1,854",456,"1,319",79,8
Florida,Hillsborough,"1,849",35,245,298,"1,271","12,516","1,889","9,520","1,107",47
Florida,Indian River,250,9,27,36,178,"1,622",277,"1,260",85,2
Florida,Jefferson,78,1,4,4,69,219,91,109,19,1
Florida,Lake,504,3,83,52,366,"2,603",660,"1,662",281,9
Florida,Lee,"1,272",26,202,257,787,"5,647","1,000","4,023",624,42
Florida,Leon,367,4,33,40,290,"1,926",331,"1,483",112,10
Florida,Levy,472,1,22,2,447,592,274,243,75,0
Florida,Manatee,"1,335",18,132,203,982,"5,156",821,"3,969",366,10
Florida,Marion,"1,040",21,182,85,752,"4,185","1,113","2,623",449,6
Florida,Martin,346,3,74,69,200,"1,632",206,"1,371",55,5
Florida,Miami-Dade,"5,362",80,453,"1,207","3,622","32,805","3,322","25,946","3,537",46
Florida,Nassau,182,2,17,6,157,"1,004",380,530,94,8
Florida,Okaloosa,532,7,77,29,419,"2,718",375,"2,155",188,0
Florida,Orange,"4,803",51,467,"1,084","3,201","21,318","3,588","15,801","1,929",0
Florida,Osceola,706,12,102,86,506,"4,385",990,"3,180",215,3
Florida,Palm Beach,"1,691",23,233,354,"1,081","10,754","1,420","8,244","1,090",38
Florida,Pasco,"1,468",9,223,219,"1,017","6,768","1,134","5,069",565,29
Florida,Pinellas,525,6,111,94,314,"4,414",553,"3,566",295,17
Florida,Polk,"1,205",15,83,100,"1,007","5,437","1,196","3,677",564,4
Florida,Santa Rosa,235,1,54,13,167,"1,513",336,"1,079",98,5
Florida,Sarasota,466,3,20,53,390,"4,182",605,"3,381",196,9
Florida,Seminole,538,8,99,50,381,"2,573",491,"1,922",160,3
Florida,St. Johns,257,4,27,24,202,"2,249",304,"1,767",178,2
Florida,St. Lucie,282,9,48,35,190,"1,312",249,976,87,1
Florida,Sumter,191,7,18,13,153,861,184,580,97,3
Florida,Volusia,570,9,88,94,379,"2,801",613,"1,933",255,21
Florida,Wakulla,57,1,5,5,46,526,127,372,27,1
Florida,Walton,117,3,18,2,94,935,225,633,77,1
Florida,Bradford,50,1,6,4,39,231,81,123,27,0
Florida,Calhoun,17,2,0,0,15,71,26,39,6,0
Florida,Columbia,134,4,17,11,102,858,356,468,34,3
Florida,DeSoto,96,0,7,16,73,586,204,340,42,2
Florida,Dixie,72,1,8,1,62,169,106,48,15,4
Florida,Franklin,52,1,3,1,47,209,42,166,1,0
Florida,Glades,26,0,2,1,23,126,33,84,9,0
Florida,Gulf,37,0,2,0,35,121,42,72,7,0
Florida,Hamilton,39,1,2,2,34,183,56,120,7,0
Florida,Hardee,49,0,6,6,37,300,97,170,33,0
Florida,Hendry,153,1,11,23,118,655,203,414,38,3
Florida,Holmes,48,0,3,0,45,170,50,108,12,0
Florida,Jackson,91,1,19,3,68,717,146,527,44,0
Florida,Lafayette,22,0,0,0,22,39,17,19,3,3
Florida,Liberty,9,0,3,0,6,47,13,28,6,0
Florida,Madison,137,0,13,3,121,173,71,99,3,0
Florida,Monroe,163,2,11,13,137,840,110,688,42,3
Florida,Okeechobee,181,1,18,15,147,928,188,661,79,0
Florida,Putnam,136,4,20,20,92,"1,033",263,716,54,3
Florida,Suwannee,112,1,14,6,91,443,154,266,23,0
Florida,Taylor,151,0,10,2,139,221,115,86,20,1
Florida,Union,33,0,2,3,28,67,29,36,2,1
Florida,Washington,33,1,2,3,27,185,78,94,13,0
Georgia,Brooks,36,0,3,0,33,155,43,100,12,0
Georgia,Bryan,37,1,3,1,32,330,62,253,15,0
Georgia,Burke,22,0,2,6,14,289,65,202,22,0
Georgia,Butts,65,2,2,10,51,267,32,217,18,1
Georgia,Carroll,167,0,24,9,134,"1,289",390,755,144,4
Georgia,Cherokee,97,0,12,13,72,"1,307",201,"1,006",100,0
Georgia,Clayton,14,0,0,0,14,5,0,4,1,0
Georgia,Clayton County Police Department,"1,388",37,182,465,704,"8,263","1,979","5,064","1,220",24
Georgia,Cobb,2,0,0,0,2,25,0,25,0,0
Georgia,Cobb County Police Department,"1,136",8,126,372,630,"9,693","1,387","7,442",864,29
Georgia,Columbia,53,1,7,9,36,"1,816",164,"1,551",101,1
Georgia,Coweta5,91,1,12,19,59,"1,052",234,735,83,2
Georgia,Crawford,22,0,2,2,18,210,56,137,17,0
Georgia,Dawson,32,0,5,1,26,433,71,336,26,1
Georgia,DeKalb,0,0,0,0,0,0,0,0,0,0
Georgia,DeKalb County Police Department,"3,085",82,170,"1,234","1,599","21,426","4,407","13,825","3,194",107
Georgia,Dougherty,0,0,0,0,0,119,0,119,0,0
Georgia,Dougherty County Police Department,29,1,2,8,18,327,103,209,15,0
Georgia,Echols5,1,0,0,0,1,43,15,26,2,0
Georgia,Effingham,40,0,3,2,35,351,157,140,54,0
Georgia,Fayette,37,0,9,5,23,503,88,379,36,3
Georgia,Forsyth,106,1,25,9,71,"1,840",266,"1,494",80,1
Georgia,Fulton,9,0,0,0,9,4,0,4,0,0
Georgia,Fulton County Police Department5,256,5,10,77,164,"1,510",182,"1,040",288,1
Georgia,Glynn,0,0,0,0,0,0,0,0,0,0
Georgia,Glynn County Police Department,192,3,22,46,121,"1,635",331,"1,184",120,4
Georgia,Gwinnett County Police Department,"1,605",30,173,583,819,"14,551","2,450","10,631","1,470",38
Georgia,Hall,240,3,54,26,157,"1,561",327,"1,015",219,29
Georgia,Haralson,145,0,7,1,137,477,154,272,51,
Georgia,Heard,18,0,1,1,16,107,22,63,22,0
Georgia,Henry,0,0,0,0,0,78,0,78,0,
Georgia,Henry County Police Department,300,4,44,87,165,"3,589",572,"2,608",409,3
Georgia,Houston,117,0,10,9,98,"1,002",161,792,49,3
Georgia,Jasper,63,0,0,2,61,174,26,141,7,0
Georgia,Jones,22,0,2,3,17,262,62,179,21,3
Georgia,Lamar,22,0,2,0,20,114,25,71,18,0
Georgia,Lanier,36,0,2,1,33,164,31,120,13,0
Georgia,Lee,56,0,5,4,47,516,76,419,21,0
Georgia,Liberty,164,3,1,5,155,232,60,147,25,0
Georgia,Long,16,1,5,1,9,151,61,76,14,0
Georgia,Madison,90,0,3,3,84,405,60,311,34,0
Georgia,Marion,4,0,0,0,4,39,8,31,0,0
Georgia,McDuffie,50,3,4,3,40,196,80,100,16,
Georgia,McIntosh,35,2,3,4,26,247,53,176,18,1
Georgia,Meriwether,51,3,0,1,47,287,56,214,17,0
Georgia,Monroe,22,0,2,2,18,314,64,231,19,0
Georgia,Murray,36,0,0,1,35,56,10,38,8,1
Georgia,Muscogee,56,0,0,1,55,33,1,30,2,0
Georgia,Newton,305,4,14,36,251,"1,565",327,974,264,13
Georgia,Oconee,21,0,0,1,20,442,35,386,21,0
Georgia,Oglethorpe,40,0,1,3,36,165,35,120,10,1
Georgia,Paulding,185,1,8,21,155,"2,083",347,"1,456",280,9
Georgia,Peach,23,0,3,2,18,214,47,147,20,0
Georgia,Pickens,76,0,8,1,67,383,91,253,39,0
Georgia,Pike,19,0,1,4,14,218,32,178,8,0
Georgia,Rockdale,167,5,20,31,111,"1,319",175,"1,041",103,
Georgia,Spalding,134,0,3,16,115,810,180,538,92,
Georgia,Talbot,13,0,1,1,11,47,14,28,5,0
Georgia,Twiggs,15,0,2,1,12,99,28,59,12,2
Georgia,Walton,69,1,12,14,42,599,116,408,75,1
Georgia,Whitfield,159,1,11,11,136,"1,327",358,852,117,
Georgia,Bacon,15,0,1,0,14,163,62,98,3,0
Georgia,Baldwin,259,1,8,6,244,646,123,481,42,1
Georgia,Banks,52,0,8,1,43,395,95,279,21,0
Georgia,Ben Hill,22,0,0,2,20,167,51,99,17,0
Georgia,Berrien,32,0,2,2,28,229,58,161,10,0
Georgia,Bleckley,9,0,3,1,5,109,24,82,3,0
Georgia,Bulloch,38,1,4,7,26,550,107,400,43,0
Georgia,Calhoun,1,0,0,0,1,5,3,2,0,0
Georgia,Candler,9,0,3,1,5,100,28,70,2,0
Georgia,Charlton,21,4,0,0,17,119,52,51,16,0
Georgia,Chattooga,5,0,1,0,4,86,14,70,2,0
Georgia,Clay,10,0,1,0,9,16,1,14,1,0
Georgia,Clinch,10,1,1,0,8,63,29,27,7,0
Georgia,Coffee,93,1,10,4,78,563,165,320,78,3
Georgia,Cook,43,0,0,1,42,133,43,77,13,0
Georgia,Crisp,9,0,2,1,6,370,49,302,19,0
Georgia,Decatur,48,0,5,2,41,246,66,165,15,0
Georgia,Dodge,32,2,2,6,22,178,68,92,18,0
Georgia,Dooly,2,0,0,0,2,94,22,64,8,0
Georgia,Early,12,0,0,0,12,98,39,58,1,0
Georgia,Elbert,19,0,5,3,11,266,68,187,11,0
Georgia,Emanuel,1,1,0,0,0,216,48,145,23,0
Georgia,Evans,8,0,0,0,8,33,8,15,10,0
Georgia,Fannin,23,1,4,2,16,204,56,125,23,5
Georgia,Gilmer,66,0,8,1,57,382,110,239,33,0
Georgia,Glascock,3,0,0,1,2,28,6,20,2,0
Georgia,Grady,40,0,2,0,38,180,48,111,21,0
Georgia,Greene,10,1,2,0,7,112,21,85,6,0
Georgia,Habersham,27,0,7,1,19,324,134,164,26,0
Georgia,Hancock,12,0,0,2,10,88,31,53,4,0
Georgia,Irwin,8,0,1,1,6,119,22,84,13,
Georgia,Jeff Davis,16,0,0,0,16,115,28,77,10,0
Georgia,Jefferson,32,0,3,0,29,80,26,49,5,0
Georgia,Laurens,92,1,11,10,70,547,146,339,62,0
Georgia,Mitchell,35,0,1,1,33,246,46,179,21,0
Georgia,Pierce,37,1,3,1,32,247,68,175,4,0
Georgia,Polk,0,0,0,0,0,0,0,0,0,0
Georgia,Polk County Police Department,52,0,4,2,46,543,167,319,57,0
Georgia,Pulaski,61,2,0,4,55,226,68,147,11,0
Georgia,Rabun,14,0,1,2,11,210,51,154,5,0
Georgia,Randolph,3,0,0,0,3,29,11,16,2,0
Georgia,Schley,4,1,0,0,3,11,2,8,1,2
Georgia,Seminole,10,1,1,0,8,64,13,48,3,1
Georgia,Stephens,15,0,4,2,9,280,84,188,8,
Georgia,Sumter,30,1,4,1,24,179,55,111,13,0
Georgia,Taylor,7,0,0,0,7,47,21,24,2,0
Georgia,Thomas,45,0,6,9,30,463,117,305,41,4
Georgia,Toombs,12,0,0,1,11,140,44,77,19,0
Georgia,Towns,35,0,2,0,33,148,33,108,7,0
Georgia,Treutlen,8,0,1,4,3,42,20,22,0,
Georgia,Troup,65,0,6,11,48,602,115,409,78,
Georgia,Turner,1,0,0,0,1,46,23,17,6,
Georgia,Union,14,0,3,0,11,239,49,161,29,1
Georgia,Upson,22,0,1,2,19,303,48,223,32,
Georgia,Ware,93,0,2,3,88,625,133,462,30,
Georgia,Warren,2,0,1,1,0,32,6,18,8,
Georgia,Wayne,135,1,10,9,115,730,171,531,28,0
Georgia,Webster,2,0,0,0,2,1,1,0,0,0
Georgia,White,28,1,2,0,25,118,32,81,5,0
Georgia,Wilkes,23,1,0,1,21,18,10,5,3,0
Georgia,Wilkinson,9,0,0,1,8,40,17,20,3,2
Hawaii,Maui Police Department,435,5,114,53,263,"5,084",751,"3,640",693,124
Idaho,Ada,220,0,40,5,175,659,125,491,43,6
Idaho,Bannock,3,0,1,0,2,48,9,30,9,0
Idaho,Boise,22,0,6,0,16,67,24,38,5,0
Idaho,Bonneville,99,2,14,2,81,532,146,350,36,2
Idaho,Butte,1,0,0,0,1,6,0,6,0,0
Idaho,Canyon,116,1,26,3,86,511,176,251,84,4
Idaho,Franklin,4,0,0,0,4,28,3,24,1,0
Idaho,Gem,16,0,1,1,14,42,14,23,5,0
Idaho,Jefferson,6,0,1,0,5,101,18,68,15,1
Idaho,Jerome,11,0,0,0,11,97,26,62,9,1
Idaho,Kootenai,103,3,18,2,80,835,157,623,55,7
Idaho,Nez Perce,15,1,3,0,11,62,15,40,7,0
Idaho,Power,4,0,0,0,4,30,5,22,3,0
Idaho,Twin Falls,40,0,10,0,30,213,102,99,12,1
Idaho,Bingham,37,1,5,2,29,166,38,110,18,2
Idaho,Blaine,16,0,4,0,12,25,7,18,0,1
Idaho,Camas,1,0,0,0,1,8,0,8,0,0
Idaho,Caribou,2,0,0,0,2,4,1,3,0,0
Idaho,Elmore,27,0,4,0,23,59,19,35,5,2
Idaho,Gooding,6,0,1,0,5,63,20,33,10,1
Idaho,Idaho,20,0,2,1,17,82,26,49,7,0
Idaho,Latah,14,0,4,0,10,131,39,82,10,0
Idaho,Madison,16,1,9,0,6,45,11,29,5,0
Idaho,Minidoka,32,2,3,0,27,129,41,77,11,2
Idaho,Oneida,5,0,0,1,4,43,18,20,5,0
Idaho,Payette,21,0,2,0,19,98,17,70,11,0
Idaho,Shoshone,18,0,3,0,15,146,41,99,6,0
Idaho,Teton,10,0,3,0,7,64,6,53,5,0
Idaho,Valley,15,0,7,0,8,70,22,47,1,1
Illinois,Alexander,7,0,0,1,6,38,10,24,4,0
Illinois,Bond,2,0,0,0,2,80,20,58,2,0
Illinois,Boone,43,1,17,1,24,160,39,112,9,1
Illinois,Champaign,106,0,29,3,74,370,105,239,26,4
Illinois,Clinton,10,0,1,0,9,38,12,15,11,0
Illinois,Cook,216,1,73,27,115,"1,068",162,773,133,12
Illinois,DeKalb,16,1,5,1,9,51,28,20,3,2
Illinois,DuPage,82,3,18,12,49,566,129,380,57,2
Illinois,Fulton,13,0,5,0,8,141,40,90,11,1
Illinois,Grundy,17,0,5,1,11,111,30,75,6,0
