State,County,Violent_crime,MNNM,"Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Missouri,Washington,51,1,2,,2,46,308,88,195,25,1
Missouri,Wayne,56,1,0,,3,52,182,61,103,18,1
Missouri,Worth,2,0,0,,0,2,29,5,21,3,0
Missouri,Wright,21,0,3,,0,18,50,16,27,7,0
Montana,Carbon,16,0,2,,0,14,62,18,33,11,1
Montana,Cascade,54,2,6,,0,46,215,33,164,18,2
Montana,Golden Valley,0,0,0,,0,0,6,2,2,2,1
Montana,Yellowstone,89,1,14,,8,66,757,145,489,123,13
Montana,Beaverhead,8,0,1,,1,6,19,4,13,2,0
Montana,Blaine,7,0,1,,0,6,19,3,14,2,0
Montana,Broadwater,22,0,2,,0,20,31,3,25,3,2
Montana,Carter,0,0,0,,0,0,0,0,0,0,0
Montana,Custer,2,0,0,,0,2,38,10,25,3,0
Montana,Dawson,22,0,7,,0,15,81,23,53,5,0
Montana,Deer Lodge,42,4,3,,0,35,226,52,150,24,0
Montana,Fallon,0,0,0,,0,0,7,0,6,1,0
Montana,Fergus,25,0,0,,0,25,39,10,28,1,1
Montana,Flathead,214,3,28,,2,181,"1,759",374,"1,197",188,8
Montana,Gallatin,90,0,24,,4,62,478,58,385,35,1
Montana,Garfield,2,0,1,,0,1,2,0,2,0,0
Montana,Glacier,14,0,0,,1,13,59,24,27,8,0
Montana,Granite,4,0,1,,0,3,57,7,45,5,0
Montana,Hill,22,0,5,,0,17,189,31,145,13,2
Montana,Jefferson,24,0,1,,0,23,75,17,51,7,0
Montana,Judith Basin,1,0,0,,0,1,6,3,3,0,0
Montana,Lake,110,0,14,,9,87,368,122,190,56,4
Montana,Lewis and Clark,107,0,19,,1,87,450,104,311,35,9
Montana,Lincoln,29,0,3,,0,26,182,26,140,16,1
Montana,Madison,3,0,1,,0,2,31,6,23,2,1
Montana,McCone,1,0,0,,0,1,6,0,6,0,0
Montana,Meagher,2,0,0,,0,2,16,2,13,1,0
Montana,Mineral,3,0,0,,0,3,4,1,3,0,0
Montana,Musselshell,40,0,3,,0,37,84,14,60,10,2
Montana,Park,10,0,2,,0,8,47,7,34,6,0
Montana,Phillips,12,0,0,,0,12,40,12,21,7,1
Montana,Powder River,5,0,0,,0,5,4,1,3,0,0
Montana,Powell,11,2,3,,0,6,13,5,6,2,0
Montana,Prairie,4,0,0,,0,4,9,3,5,1,0
Montana,Ravalli,40,0,3,,0,37,219,27,185,7,0
Montana,Richland,11,0,3,,0,8,88,15,55,18,2
Montana,Roosevelt,10,0,0,,0,10,73,14,46,13,0
Montana,Rosebud,6,0,1,,0,5,47,10,30,7,1
Montana,Sanders,24,0,4,,0,20,71,17,49,5,2
Montana,Sheridan,11,0,0,,0,11,55,7,44,4,0
Montana,Silver Bow,96,1,2,,6,87,"1,393",169,"1,119",105,2
Montana,Stillwater,24,0,3,,0,21,58,18,39,1,1
Montana,Sweet Grass,3,0,1,,0,2,25,5,17,3,0
Montana,Teton,11,0,1,,0,10,54,11,40,3,0
Montana,Toole,38,0,3,,0,35,83,11,61,11,5
Montana,Treasure,0,0,0,,0,0,1,0,1,0,0
Montana,Valley,6,0,2,,0,4,24,6,17,1,0
Montana,Wheatland,3,0,0,,0,3,4,3,1,0,0
Montana,Wibaux,0,0,0,,0,0,9,1,8,0,0
Nebraska,Cass,14,0,5,,1,8,190,30,143,17,0
Nebraska,Dakota,15,0,,2,0,13,60,12,40,8,0
Nebraska,Dixon,2,0,0,,0,2,78,37,38,3,0
Nebraska,Douglas,121,1,,5,6,109,695,193,445,57,1
Nebraska,Hall,29,0,3,,2,24,150,45,97,8,0
Nebraska,Hamilton,10,0,6,,0,4,33,12,18,3,0
Nebraska,Lancaster,20,0,,7,2,11,215,74,130,11,4
Nebraska,Sarpy,39,0,8,,6,25,666,57,550,59,2
Nebraska,Saunders7,11,0,6,,0,5,97,25,54,18,1
Nebraska,Seward,6,0,1,,0,5,41,12,27,2,1
Nebraska,Washington,6,0,0,,1,5,78,7,66,5,0
Nebraska,Adams,5,0,2,,1,2,84,25,54,5,1
Nebraska,Antelope,4,0,,0,0,4,18,1,16,1,0
Nebraska,Arthur,0,0,,0,0,0,0,0,0,0,0
Nebraska,Box Butte,1,0,,1,0,0,2,0,2,0,0
Nebraska,Brown,4,0,,0,0,4,33,12,20,1,0
Nebraska,Buffalo,25,0,3,,0,22,131,38,84,9,3
Nebraska,Burt,9,0,,1,1,7,23,8,12,3,0
Nebraska,Butler,8,0,5,,0,3,31,12,17,2,1
Nebraska,Cedar,0,0,,0,0,0,11,0,10,1,0
Nebraska,Chase,0,0,,0,0,0,22,7,11,4,0
Nebraska,Cherry,2,1,,0,1,0,11,1,6,4,0
Nebraska,Cheyenne,7,0,0,,0,7,42,31,8,3,1
Nebraska,Cuming,2,0,,0,0,2,18,6,11,1,1
Nebraska,Custer,2,0,1,,0,1,55,20,29,6,0
Nebraska,Dawes,1,0,,0,0,1,9,1,7,1,0
Nebraska,Dawson,13,0,2,,0,11,66,18,42,6,1
Nebraska,Dodge,15,1,,1,1,12,108,19,82,7,0
Nebraska,Dundy,0,0,,0,0,0,15,2,12,1,0
Nebraska,Fillmore,17,0,,0,0,17,35,10,20,5,0
Nebraska,Franklin,0,0,,0,0,0,18,4,10,4,0
Nebraska,Furnas7,8,0,0,,0,8,42,12,25,5,1
Nebraska,Gage,30,0,10,,0,20,74,17,47,10,0
Nebraska,Gosper,1,0,0,,0,1,16,6,10,0,0
Nebraska,Hayes,1,0,,0,0,1,10,1,9,0,0
Nebraska,Hitchcock,4,1,,0,0,3,17,6,8,3,0
Nebraska,Holt,4,0,,0,1,3,7,3,3,1,1
Nebraska,Hooker,0,0,,0,0,0,2,1,0,1,0
Nebraska,Johnson,1,0,0,,0,1,21,4,16,1,3
Nebraska,Kearney,3,0,0,,1,2,46,13,30,3,2
Nebraska,Keith,6,0,1,,0,5,30,9,20,1,0
Nebraska,Keya Paha,0,0,,0,0,0,8,7,0,1,0
Nebraska,Kimball,3,0,,3,0,0,21,3,15,3,0
Nebraska,Knox,3,0,,0,1,2,33,7,20,6,0
Nebraska,Lincoln,12,0,3,,0,9,103,27,66,10,0
Nebraska,Madison,12,0,1,,0,11,61,22,36,3,0
Nebraska,Morrill,2,1,,0,0,1,32,4,23,5,1
Nebraska,Nemaha,4,0,1,,0,3,64,21,36,7,0
Nebraska,Otoe,4,0,2,,0,2,57,9,45,3,0
Nebraska,Pawnee,3,0,,0,0,3,25,5,18,2,0
Nebraska,Perkins,2,0,0,,0,2,34,16,15,3,0
Nebraska,Phelps,5,0,0,,0,5,28,12,13,3,0
Nebraska,Pierce,3,0,,0,1,2,14,3,10,1,0
Nebraska,Platte,4,0,1,,0,3,61,12,43,6,1
Nebraska,Polk,0,0,0,,0,0,60,11,48,1,0
Nebraska,Red Willow,2,0,,0,0,2,29,5,19,5,0
Nebraska,Richardson,2,0,0,,1,1,18,3,9,6,0
Nebraska,Rock,0,0,,0,0,0,0,0,0,0,0
Nebraska,Saline,4,0,0,,0,4,17,9,7,1,1
Nebraska,Scotts Bluff,2,0,0,,0,2,111,38,66,7,1
Nebraska,Sheridan,9,0,,0,0,9,44,11,24,9,0
Nebraska,Sherman,0,0,0,,0,0,18,8,9,1,0
Nebraska,Stanton,2,0,,1,0,1,49,15,34,0,0
Nebraska,Thayer,5,0,,1,0,4,35,3,30,2,0
Nebraska,Wayne,2,0,0,,0,2,18,5,9,4,0
Nebraska,Wheeler,0,0,,0,0,0,2,0,2,0,0
Nebraska,York,3,0,0,,0,3,24,2,19,3,0
Nevada,Carson City,172,1,2,,20,149,"1,000",184,733,83,3
Nevada,Story,31,2,0,,1,28,95,25,65,5,2
Nevada,Washoe,172,1,33,,12,126,811,226,494,91,13
Nevada,Churchill,24,1,5,,1,17,210,72,115,23,2
Nevada,Douglas,69,3,17,,6,43,859,143,678,38,3
Nevada,Elko,36,1,8,,0,27,248,91,131,26,0
Nevada,Esmeralda,0,0,0,,0,0,7,2,3,2,0
Nevada,Eureka,8,0,0,,0,8,39,15,23,1,1
Nevada,Humboldt,36,0,3,,2,31,73,30,35,8,0
Nevada,Lander,35,1,8,,2,24,102,43,51,8,1
Nevada,Lincoln,4,1,0,,0,3,53,6,40,7,1
Nevada,Lyon,132,1,20,,15,96,774,215,486,73,10
Nevada,Mineral,46,0,8,,1,37,56,37,19,0,0
Nevada,Nye,44,2,6,,6,30,707,270,363,74,7
Nevada,Pershing,16,0,1,,0,15,33,7,22,4,0
Nevada,White Pine,27,0,6,,0,21,82,34,45,3,1
New Hampshire,Rockingham,10,0,1,,0,9,5,0,4,1,0
New Hampshire,Carroll,2,0,2,,0,0,62,20,41,1,2
New Hampshire,Cheshire,0,0,0,,0,0,10,2,8,0,0
New Hampshire,Merrimack,3,0,2,,0,1,0,0,0,0,0
New Jersey,Atlantic,0,0,0,,0,0,0,0,0,0,0
New Jersey,Bergen,0,0,0,,0,0,0,0,0,0,0
New Jersey,Bergen County Police Department,7,0,0,,0,7,57,3,53,1,0
New Jersey,Burlington,0,0,0,,0,0,0,0,0,0,0
New Jersey,Camden,4,0,0,,0,4,11,1,10,0,0
New Jersey,Camden County Police Department,"1,520",32,75,,483,930,"2,793",674,"1,781",338,87
New Jersey,Cape May,5,0,0,,0,5,0,0,0,0,0
New Jersey,Cumberland,0,0,0,,0,0,0,0,0,0,0
New Jersey,Essex,91,0,1,,40,50,77,15,61,1,0
New Jersey,Gloucester,2,0,0,,0,2,1,0,1,0,0
New Jersey,Hudson,0,0,0,,0,0,0,0,0,0,0
New Jersey,Hunterdon,0,0,0,,0,0,0,0,0,0,0
New Jersey,Mercer,0,0,0,,0,0,1,0,1,0,0
New Jersey,Middlesex,0,0,0,,0,0,0,0,0,0,0
New Jersey,Monmouth,3,0,0,,0,3,2,1,1,0,0
New Jersey,Morris,0,0,0,,0,0,0,0,0,0,0
New Jersey,Ocean,0,0,0,,0,0,0,0,0,0,0
New Jersey,Passaic,0,0,0,,0,0,0,0,0,0,0
New Jersey,Salem,0,0,0,,0,0,0,0,0,0,0
New Jersey,Somerset,1,0,0,,0,1,1,0,1,0,0
New Jersey,Sussex,0,0,0,,0,0,0,0,0,0,0
New Jersey,Union,0,0,0,,0,0,0,0,0,0,0
New Jersey,Warren,0,0,0,,0,0,0,0,0,0,0
New Mexico,Bernalillo,756,7,,63,117,569,"2,502",832,"1,312",358,67
New Mexico,Dona Ana,196,3,,35,10,148,951,323,521,107,
New Mexico,Sandoval,25,0,,7,2,16,198,88,92,18,2
New Mexico,San Juan,275,2,,39,7,227,675,174,431,70,2
New Mexico,Torrance,38,0,,0,1,37,130,68,37,25,
New Mexico,Valencia,179,0,,8,10,161,538,212,228,98,2
New Mexico,Catron,6,0,,0,1,5,6,1,5,0,
New Mexico,Chaves,53,2,,9,3,39,274,135,107,32,3
New Mexico,Cibola,89,1,,3,3,82,77,37,31,9,3
New Mexico,Colfax,11,0,,0,0,11,24,11,11,2,
New Mexico,Curry,20,1,,5,1,13,147,76,48,23,
New Mexico,De Baca,0,0,,0,0,0,15,6,7,2,
New Mexico,Eddy,26,2,,0,1,23,347,55,221,71,
New Mexico,Guadalupe,6,0,,0,0,6,8,4,4,0,
New Mexico,Hidalgo8,1,0,,0,0,1,,7,11,,
New Mexico,Luna,56,0,,1,2,53,180,66,87,27,
New Mexico,McKinley,77,1,,5,2,69,244,105,121,18,
New Mexico,Mora,10,0,,0,0,10,25,6,18,1,
New Mexico,Otero,163,0,,10,1,152,267,104,149,14,
New Mexico,Quay,7,0,,0,0,7,28,15,10,3,1
New Mexico,Rio Arriba,71,1,,3,4,63,205,115,77,13,
New Mexico,San Miguel,1,0,,0,0,1,6,1,3,2,
New Mexico,Sierra,14,0,,2,1,11,94,39,52,3,
New Mexico,Socorro,14,0,,1,0,13,47,21,23,3,
New Mexico,Taos,79,1,,3,1,74,168,95,61,12,
New Mexico,Union,1,0,,0,0,1,13,12,1,0,
New York,Albany,17,0,4,,1,12,110,34,72,4,0
New York,Broome,58,0,20,,5,33,727,111,600,16,0
New York,Chemung,21,0,2,,2,17,449,39,399,11,1
New York,Duchess,53,0,21,,2,30,544,99,433,12,1
New York,Erie4,77,0,2,,12,63,857,189,646,22,3
New York,Herkimer,0,0,,0,0,0,1,0,1,0,0
New York,Jefferson,22,0,3,,1,18,204,33,168,3,1
New York,Livingston,35,0,15,,4,16,362,67,283,12,1
New York,Madison,19,0,9,,2,8,182,38,138,6,2
New York,Monroe,203,2,50,,37,114,"3,119",413,"2,593",113,9
New York,Nassau,"1,318",13,68,,555,682,"11,396","1,311","9,596",489,97
New York,Niagara,55,0,24,,7,24,713,160,528,25,4
New York,Oneida,47,0,31,,0,16,435,98,308,29,1
New York,Onondaga,187,2,32,,31,122,"1,924",311,"1,564",49,9
New York,Ontario,55,0,23,,6,26,848,174,663,11,1
New York,Orange,10,0,0,,1,9,10,0,9,1,0
New York,Orleans,21,0,7,,0,14,186,69,108,9,0
New York,Oswego,44,0,23,,4,17,360,108,241,11,1
New York,Rensselaer,12,0,0,,3,9,289,43,240,6,0
New York,Rockland,19,0,1,,0,18,23,1,19,3,0
New York,Saratoga,76,0,16,,6,54,"1,004",178,805,21,3
New York,Schenectady,1,0,,0,0,1,11,1,9,1,0
New York,Schoharie,7,0,6,,0,1,34,9,24,1,0
New York,Suffolk,59,0,,0,0,59,0,0,0,0,0
New York,Suffolk County Police Department,"1,675",24,79,,677,895,"19,196","2,109","15,906","1,181",129
New York,Tioga,18,0,7,,2,9,185,51,126,8,0
New York,Ulster,41,0,14,,1,26,230,38,180,12,0
New York,Warren,35,1,15,,6,13,531,74,457,0,2
New York,Washington6,13,1,6,,0,6,,28,,3,0
New York,Wayne,60,2,20,,5,33,370,100,257,13,4
New York,Westchester Public Safety,6,1,,0,2,3,150,8,137,5,3
New York,Yates,17,0,5,,0,12,190,66,122,2,0
New York,Allegany,0,0,0,,0,0,2,0,2,0,0
New York,Cattaraugus,37,0,24,,3,10,293,75,205,13,0
New York,Cayuga,24,0,10,,0,14,177,36,136,5,1
New York,Chautauqua,33,1,11,,2,19,593,175,392,26,0
New York,Chenango,32,0,18,,1,13,307,61,234,12,2
New York,Clinton,2,0,0,,0,2,16,3,13,0,0
New York,Columbia,32,0,9,,5,18,319,81,232,6,1
New York,Delaware,21,0,13,,1,7,128,39,88,1,2
New York,Franklin,0,0,,0,0,0,0,0,0,0,0
New York,Fulton,8,0,,0,0,8,276,80,191,5,0
New York,Genesee,24,1,13,,1,9,422,72,333,17,4
New York,Greene,6,0,,0,0,6,22,2,18,2,0
New York,Hamilton,1,0,,1,0,0,3,1,2,0,0
New York,Lewis,4,0,0,,0,4,67,29,35,3,1
New York,Montgomery,25,0,2,,4,19,408,39,359,10,4
New York,Otsego,6,0,2,,0,4,80,25,48,7,0
New York,Schuyler,3,0,1,,0,2,28,8,20,0,0
New York,Seneca,6,0,0,,0,6,55,9,43,3,0
New York,Steuben,18,1,8,,1,8,100,25,71,4,0
New York,St. Lawrence4,9,0,1,,1,7,20,2,17,1,0
New York,Sullivan,18,1,3,,2,12,337,77,258,2,4
New York,Wyoming,15,1,7,,0,7,171,35,129,7,0
North Carolina,Alamance,114,1,,8,6,99,832,416,381,35,3
North Carolina,Alexander,60,1,,4,3,52,530,191,311,28,7
North Carolina,Buncombe,129,4,,13,26,86,"2,008",708,"1,172",128,19
North Carolina,Burke,70,2,,8,15,45,"1,033",395,555,83,4
North Carolina,Cabarrus,30,0,,4,8,18,601,196,389,16,4
North Carolina,Caldwell,55,1,,6,12,36,"1,133",464,620,49,2
North Carolina,Catawba,154,4,,13,23,114,"1,323",484,775,64,8
North Carolina,Chatham,79,2,,2,6,69,734,293,413,28,9
North Carolina,Currituck,37,0,,1,3,33,388,100,282,6,4
North Carolina,Davidson,80,1,,5,17,57,"1,675",976,604,95,14
North Carolina,Davie,45,0,,7,1,37,575,222,323,30,4
North Carolina,Durham,56,3,,2,14,37,711,379,290,42,0
North Carolina,Edgecombe,63,3,,5,8,47,495,232,242,21,4
North Carolina,Guilford,166,3,,12,22,129,"1,399",574,763,62,14
North Carolina,Haywood,122,0,,3,9,110,762,309,418,35,3
North Carolina,Henderson,109,0,,22,22,65,"1,005",336,569,100,5
North Carolina,Iredell,149,2,,9,7,131,"1,349",453,789,107,5
North Carolina,Johnston,145,2,,22,29,92,"1,892",801,"1,014",77,2
North Carolina,Lincoln,94,1,,2,6,85,"1,099",337,738,24,4
North Carolina,Madison,6,1,,1,0,4,146,71,69,6,6
North Carolina,New Hanover,159,5,,10,43,101,"2,006",560,"1,374",72,5
North Carolina,Orange,30,0,,2,8,20,437,270,156,11,1
North Carolina,Pamlico,14,2,,2,2,8,237,41,187,9,1
North Carolina,Pender,67,1,,12,9,45,980,325,617,38,3
North Carolina,Pitt,160,4,,10,16,130,961,353,577,31,2
North Carolina,Rockingham,64,2,,2,20,40,992,457,497,38,1
North Carolina,Rowan,134,2,,13,16,103,"1,153",343,737,73,4
North Carolina,Union,138,1,,13,15,109,"2,076",588,"1,402",86,14
North Carolina,Wake,137,1,,9,22,105,"1,774",632,"1,017",125,8
North Carolina,Wayne,126,2,,2,37,85,"1,950",764,"1,069",117,6
North Carolina,Yadkin,89,1,,3,4,81,626,249,351,26,4
North Carolina,Alleghany,6,0,,4,0,2,102,51,48,3,0
North Carolina,Anson,42,2,,2,2,36,251,160,89,2,1
North Carolina,Beaufort,71,0,,2,7,62,437,185,233,19,6
North Carolina,Camden,7,0,,3,1,3,69,30,39,0,0
North Carolina,Caswell,60,4,,6,6,44,427,157,241,29,0
North Carolina,Cherokee,42,3,,7,1,31,586,218,350,18,2
North Carolina,Chowan,10,0,,1,2,7,120,43,72,5,1
North Carolina,Clay,19,0,,3,0,16,318,166,135,17,5
North Carolina,Dare,24,0,,6,0,18,427,107,314,6,1
North Carolina,Duplin,83,0,,3,12,68,758,288,427,43,10
North Carolina,Granville,47,1,,2,4,40,631,342,263,26,3
North Carolina,Halifax,97,2,,7,14,74,716,318,356,42,10
North Carolina,Harnett,210,4,,13,35,158,"2,096",706,"1,288",102,18
North Carolina,Hertford,24,2,,1,10,11,259,147,99,13,4
North Carolina,Jackson,72,3,,7,2,60,681,373,273,35,1
North Carolina,Lee,57,2,,10,6,39,437,131,269,37,6
North Carolina,Lenoir,107,1,,12,14,80,744,344,380,20,3
North Carolina,Martin,40,1,,3,4,32,332,163,150,19,4
North Carolina,McDowell,37,1,,2,1,33,783,289,439,55,8
North Carolina,Montgomery,29,0,,2,1,26,335,168,151,16,3
North Carolina,Moore,62,1,,9,13,39,684,340,310,34,0
North Carolina,Northampton,24,0,,2,9,13,395,236,133,26,3
North Carolina,Pasquotank,43,1,,1,8,33,225,101,116,8,0
North Carolina,Perquimans,8,0,,2,1,5,93,55,38,0,3
North Carolina,Richmond,179,4,,7,42,126,"1,103",440,599,64,8
North Carolina,Robeson,9,1,,0,0,8,62,20,39,3,0
North Carolina,Rutherford,94,1,,1,8,84,"1,061",579,422,60,4
North Carolina,Stanly,20,1,,1,1,17,421,183,228,10,0
North Carolina,Surry,65,0,,10,9,46,"1,033",451,532,50,6
North Carolina,Swain,22,0,,0,1,21,264,149,102,13,1
North Carolina,Transylvania,34,2,,4,3,25,280,103,157,20,4
North Carolina,Tyrrell,7,0,,0,1,6,61,7,53,1,0
North Carolina,Watauga,15,1,,0,1,13,323,39,274,10,0
North Carolina,Wilkes,111,2,,6,9,94,813,352,427,34,12
North Carolina,Wilson,14,0,,0,2,12,136,39,89,8,1
North Carolina,Yancey,11,0,,0,0,11,51,26,22,3,0
North Dakota,Burleigh,30,0,5,,1,24,209,54,132,23,2
North Dakota,Cass,20,0,5,,0,15,163,48,94,21,0
North Dakota,Grand Forks,13,0,3,,0,10,99,20,68,11,1
North Dakota,Morton,18,0,4,,1,13,130,10,100,20,0
North Dakota,Oliver,6,0,1,,0,5,9,3,4,2,0
North Dakota,Sioux,0,0,0,,0,0,0,0,0,0,0
North Dakota,Adams,4,0,3,,0,1,4,1,3,0,1
North Dakota,Barnes,1,0,1,,0,0,31,9,16,6,0
North Dakota,Benson,1,0,0,,0,1,31,4,19,8,0
North Dakota,Billings,0,0,0,,0,0,5,0,5,0,0
North Dakota,Bottineau,4,2,0,,0,2,82,28,46,8,1
North Dakota,Bowman,2,0,0,,0,2,8,2,6,0,0
North Dakota,Burke,1,0,0,,0,1,3,2,1,0,0
North Dakota,Cavalier,2,0,0,,0,2,24,4,16,4,0
North Dakota,Dickey,1,0,0,,0,1,6,2,4,0,0
North Dakota,Divide,0,0,0,,0,0,3,0,3,0,0
North Dakota,Dunn,6,0,0,,0,6,42,5,32,5,0
North Dakota,Eddy,4,1,2,,0,1,25,6,18,1,0
North Dakota,Emmons,2,0,0,,0,2,33,9,21,3,0
North Dakota,Foster,0,0,0,,0,0,17,7,7,3,0
North Dakota,Golden Valley,0,0,0,,0,0,5,0,5,0,0
North Dakota,Grant,1,0,1,,0,0,5,5,0,0,1
North Dakota,Griggs,3,0,0,,1,2,4,1,2,1,0
North Dakota,Hettinger,4,0,1,,0,3,26,5,17,4,0
North Dakota,Kidder,1,0,0,,0,1,8,2,4,2,0
North Dakota,Lamoure,1,0,0,,0,1,6,3,3,0,0
North Dakota,Logan,3,0,1,,0,2,2,0,0,2,0
North Dakota,McHenry,1,0,1,,0,0,45,16,20,9,0
North Dakota,McIntosh,1,0,0,,1,0,1,0,1,0,0
North Dakota,McKenzie,12,0,3,,0,9,256,53,153,50,0
North Dakota,McLean,17,0,6,,1,10,134,33,91,10,1
North Dakota,Mercer,4,0,2,,0,2,28,2,24,2,0
North Dakota,Mountrail,9,1,1,,0,7,109,12,76,21,1
North Dakota,Nelson,3,0,0,,0,3,30,10,18,2,0
North Dakota,Pembina,4,0,2,,0,2,46,14,19,13,0
North Dakota,Pierce,3,0,2,,0,1,34,14,17,3,0
North Dakota,Ramsey,0,0,0,,0,0,34,2,21,11,1
North Dakota,Ransom,0,0,0,,0,0,13,3,9,1,0
North Dakota,Renville,2,0,0,,0,2,11,4,5,2,2
North Dakota,Richland,5,0,3,,0,2,71,20,48,3,0
North Dakota,Rolette,10,0,1,,0,9,46,10,24,12,0
North Dakota,Sargent,2,0,1,,0,1,22,8,10,4,0
North Dakota,Sheridan,0,0,0,,0,0,22,3,17,2,0
North Dakota,Slope,0,0,0,,0,0,1,1,0,0,0
North Dakota,Stark,2,0,0,,1,1,53,14,33,6,1
North Dakota,Steele,0,0,0,,0,0,0,0,0,0,0
North Dakota,Stutsman,3,0,2,,0,1,87,49,33,5,1
North Dakota,Towner,1,0,0,,0,1,8,5,0,3,0
North Dakota,Traill,2,0,1,,1,0,50,10,38,2,1
North Dakota,Walsh,6,0,1,,0,5,69,11,50,8,1
North Dakota,Ward,20,0,4,,1,15,245,102,97,46,1
North Dakota,Wells,4,1,1,,0,2,9,2,6,1,0
North Dakota,Williams,25,0,0,,2,23,337,65,197,75,3
Ohio,Allen,29,0,8,,12,9,818,178,618,22,6
Ohio,Belmont,49,3,11,,10,25,427,74,334,19,2
Ohio,Brown,22,2,3,,3,14,383,156,218,9,0
Ohio,Butler,51,1,12,,6,32,"1,071",280,785,6,4
Ohio,Clark,36,0,10,,7,19,"1,108",321,741,46,4
Ohio,Clermont,100,0,17,,4,79,"1,275",430,802,43,5
Ohio,Delaware,41,1,21,,10,9,"1,088",272,795,21,3
Ohio,Fairfield,54,0,17,,11,26,"1,357",301,"1,018",38,4
Ohio,Fulton,18,0,8,,0,10,259,75,172,12,3
Ohio,Geauga,12,0,6,,3,3,205,57,136,12,1
Ohio,Greene,24,0,8,,3,13,323,117,188,18,4
Ohio,Hamilton,203,6,0,45,66,86,"4,151",752,"3,223",176,13
Ohio,Hocking,21,0,7,,1,13,306,95,192,19,0
Ohio,Jefferson,12,0,1,,1,10,60,20,40,0,0
Ohio,Lake,220,4,0,24,4,188,386,81,295,10,0
Ohio,Lawrence,55,1,12,,8,34,721,190,498,33,1
Ohio,Lorain,43,0,18,,13,12,807,307,471,29,16
Ohio,Lucas,76,0,10,,11,55,843,268,518,57,5
Ohio,Madison,18,0,5,,3,10,367,121,228,18,2
Ohio,Mahoning,7,0,,3,0,4,127,22,98,7,0
Ohio,Medina,2,0,0,,0,2,140,57,83,0,1
Ohio,Miami,20,0,9,,3,8,449,157,265,27,3
Ohio,Montgomery,195,4,49,,81,61,"1,523",537,829,157,22
Ohio,Morrow,8,0,4,,3,1,117,59,46,12,1
Ohio,Perry,20,0,10,,3,7,398,88,294,16,3
Ohio,Pickaway,32,1,12,,2,17,725,183,513,29,2
Ohio,Portage,37,0,,14,9,14,"1,061",235,796,30,4
Ohio,Richland,65,0,32,,13,20,"1,195",448,726,21,3
Ohio,Stark,86,3,30,,29,24,"1,798",548,"1,141",109,11
Ohio,Summit,37,1,9,,11,16,951,187,724,40,4
Ohio,Trumbull,25,0,5,,1,19,331,140,169,22,2
Ohio,Union,16,0,6,,0,10,226,55,159,12,0
Ohio,Warren,58,0,24,,4,30,988,159,777,52,3
Ohio,Wood,16,0,8,,0,8,381,132,216,33,1
Ohio,Adams,10,0,2,,1,7,203,75,117,11,2
Ohio,Ashland,10,0,5,,2,3,201,73,116,12,0
Ohio,Ashtabula,57,0,11,,19,27,"1,037",259,730,48,3
Ohio,Athens,16,2,2,,3,9,461,123,323,15,2
Ohio,Champaign,20,0,3,,1,16,271,95,163,13,4
Ohio,Clinton,2,0,0,,0,2,19,10,9,0,0
Ohio,Columbiana,15,1,6,,1,7,26,17,7,2,0
Ohio,Coshocton,35,0,9,,4,22,441,161,260,20,5
Ohio,Crawford,5,0,2,,1,2,136,44,87,5,0
Ohio,Defiance,14,0,12,,0,2,131,27,100,4,0
Ohio,Erie,5,0,0,,0,5,383,94,277,12,0
Ohio,Fayette,42,0,14,,7,21,496,139,341,16,3
Ohio,Gallia,18,0,1,,2,15,235,102,127,6,0
Ohio,Hardin,9,0,0,,1,8,164,54,103,7,3
Ohio,Harrison,8,0,2,,1,5,63,22,38,3,0
Ohio,Henry,17,1,3,,0,13,181,62,112,7,1
Ohio,Highland,20,0,10,,2,8,356,116,228,12,2
Ohio,Holmes,17,0,15,,0,2,202,62,129,11,1
Ohio,Jackson,22,0,10,,0,12,233,76,143,14,3
Ohio,Knox,29,0,15,,2,12,591,159,432,0,1
Ohio,Logan,15,0,6,,2,7,416,148,247,21,1
Ohio,Marion,29,0,7,,7,15,"1,132",218,905,9,6
Ohio,Meigs,21,0,6,,1,14,236,88,136,12,0
Ohio,Mercer,13,0,8,,0,5,122,16,95,11,0
Ohio,Monroe,7,2,3,,0,2,58,11,47,0,1
Ohio,Morgan,26,0,3,,0,23,173,67,95,11,2
Ohio,Muskingum,55,1,27,,7,20,"1,128",300,724,104,6
Ohio,Noble,0,0,0,,0,0,42,17,24,1,0
Ohio,Ottawa,7,0,,6,1,0,289,44,241,4,1
Ohio,Paulding,16,1,0,,0,15,100,26,74,0,2
Ohio,Pike,19,0,8,,6,5,335,96,210,29,2
Ohio,Putnam,9,1,6,,0,2,104,22,81,1,2
Ohio,Ross,73,3,19,,14,37,"1,304",318,926,60,12
Ohio,Scioto,28,0,7,,4,17,913,331,531,51,16
Ohio,Seneca,55,0,,1,27,27,246,88,158,0,0
Ohio,Shelby,9,1,4,,1,3,221,70,145,6,1
Ohio,Tuscarawas,11,1,3,,1,6,367,97,243,27,1
Ohio,Vinton,11,0,2,,1,8,166,66,94,6,1
Ohio,Washington,34,0,7,,5,22,340,145,182,13,5
Ohio,Wayne,52,2,18,,2,30,572,213,317,42,5
Ohio,Wyandot,5,0,0,,0,5,9,4,5,0,0
