State,County,Violent_crime,MNNM,"Forcible 
rape",Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny-
theft","Motor 
vehicle 
theft",Arson1
Wisconsin,Eau Claire,19,0,5,3,11,275,114,159,2,0
Wisconsin,Fond du Lac,22,0,4,1,17,316,101,203,12,0
Wisconsin,Green,6,0,1,0,5,197,53,121,23,0
Wisconsin,Iowa,32,4,8,2,18,115,32,72,11,1
Wisconsin,Kenosha,39,1,8,8,22,685,142,508,35,5
Wisconsin,Kewaunee,1,0,0,0,1,76,18,55,3,1
Wisconsin,La Crosse,14,0,1,1,12,228,59,160,9,0
Wisconsin,Milwaukee,184,0,1,47,136,421,67,312,42,0
Wisconsin,Oconto,2,0,0,2,0,488,197,269,22,10
Wisconsin,Outagamie,39,0,5,1,33,336,73,251,12,1
Wisconsin,Ozaukee,6,0,1,0,5,133,41,89,3,0
Wisconsin,Pierce,24,0,1,0,23,205,82,116,7,0
Wisconsin,Racine,18,1,3,1,13,509,95,387,27,
Wisconsin,Rock,34,0,14,3,17,454,152,281,21,3
Wisconsin,Sheboygan,13,0,2,1,10,495,101,373,21,1
Wisconsin,St. Croix,30,2,3,1,24,400,101,270,29,2
Wisconsin,Washington,62,1,5,1,55,611,167,432,12,4
Wisconsin,Waukesha,41,0,1,5,35,637,166,443,28,0
Wisconsin,Winnebago,25,0,0,0,25,318,112,187,19,0
Wisconsin,Adams,19,0,6,6,7,450,185,249,16,0
Wisconsin,Ashland,22,0,0,0,22,48,22,25,1,0
Wisconsin,Barron,2,0,0,1,1,213,100,101,12,0
Wisconsin,Bayfield,13,0,1,0,12,229,126,100,3,1
Wisconsin,Buffalo,0,0,0,0,0,29,9,18,2,0
Wisconsin,Burnett,32,0,2,2,28,344,134,172,38,2
Wisconsin,Clark,98,0,0,1,97,195,66,112,17,4
Wisconsin,Dodge,27,0,6,2,19,299,80,204,15,4
Wisconsin,Door,11,1,1,0,9,166,28,134,4,0
Wisconsin,Dunn,51,0,6,1,44,202,55,133,14,1
Wisconsin,Florence,11,0,0,0,11,107,43,61,3,0
Wisconsin,Forest,6,0,3,1,2,169,41,120,8,0
Wisconsin,Grant,28,0,5,0,23,290,97,173,20,3
Wisconsin,Green Lake,6,0,2,0,4,111,21,83,7,0
Wisconsin,Iron,3,0,0,0,3,60,18,42,0,0
Wisconsin,Jackson,10,0,5,3,2,175,51,114,10,0
Wisconsin,Jefferson,31,0,2,1,28,436,116,306,14,5
Wisconsin,Juneau,29,0,5,0,24,283,82,193,8,0
Wisconsin,Lafayette,3,0,1,0,2,159,27,119,13,1
Wisconsin,Lincoln,10,0,3,0,7,192,91,94,7,1
Wisconsin,Manitowoc,24,0,2,1,21,204,60,131,13,1
Wisconsin,Marinette,10,1,6,1,2,549,366,158,25,7
Wisconsin,Marquette,3,0,0,0,3,145,40,90,15,5
Wisconsin,Menominee,2,0,0,0,2,59,31,25,3,0
Wisconsin,Monroe,14,0,2,0,12,253,40,202,11,3
Wisconsin,Oneida,25,0,2,0,23,243,87,147,9,0
Wisconsin,Pepin,4,0,3,0,1,35,24,10,1,0
Wisconsin,Polk,78,1,10,2,65,349,122,200,27,0
Wisconsin,Portage,19,0,4,0,15,223,77,139,7,1
Wisconsin,Price,8,0,0,0,8,133,31,96,6,1
Wisconsin,Sauk,23,0,7,2,14,533,118,389,26,1
Wisconsin,Sawyer,25,0,3,1,21,336,152,172,12,1
Wisconsin,Shawano,22,1,8,0,13,524,201,291,32,1
Wisconsin,Taylor,6,0,4,0,2,154,51,96,7,0
Wisconsin,Trempealeau,14,0,10,1,3,152,45,102,5,0
Wisconsin,Vernon,13,0,4,0,9,154,45,103,6,1
Wisconsin,Vilas,4,0,0,1,3,158,52,100,6,0
Wisconsin,Walworth,40,1,1,2,36,268,67,184,17,1
Wisconsin,Waupaca,16,0,2,2,12,526,161,344,21,1
Wisconsin,Waushara,22,0,7,2,13,354,74,264,16,4
Wisconsin,Wood,2,0,0,0,2,225,57,150,18,0
Wyoming,Laramie,77,2,11,6,58,615,164,404,47,7
Wyoming,Natrona,39,0,5,0,34,246,78,145,23,4
Wyoming,Albany,9,0,1,0,8,53,11,37,5,1
Wyoming,Big Horn,5,0,2,0,3,16,7,9,0,0
Wyoming,Campbell,24,0,1,3,20,229,64,153,12,2
Wyoming,Carbon,9,0,1,0,8,58,9,46,3,1
Wyoming,Converse,10,0,2,0,8,86,11,74,1,2
Wyoming,Crook,4,0,2,0,2,48,4,37,7,0
Wyoming,Fremont,16,0,3,0,13,210,67,134,9,0
Wyoming,Goshen,11,0,0,1,10,72,33,38,1,0
Wyoming,Hot Springs,1,0,0,0,1,39,8,31,0,0
Wyoming,Johnson,0,0,0,0,0,48,6,41,1,0
Wyoming,Lincoln,9,0,0,0,9,62,18,42,2,1
Wyoming,Niobrara,1,0,0,0,1,4,0,4,0,0
Wyoming,Park,31,0,2,0,29,84,27,51,6,0
Wyoming,Platte,0,0,0,0,0,22,8,13,1,0
Wyoming,Sheridan,2,0,0,2,0,50,13,35,2,0
Wyoming,Sublette,12,0,1,0,11,83,22,57,4,1
Wyoming,Sweetwater,33,1,2,3,27,131,20,97,14,2
Wyoming,Uinta,2,0,0,0,2,87,7,74,6,0
Wyoming,Washakie,1,0,0,0,1,10,2,8,0,0
Wyoming,Weston,1,0,0,0,1,2,0,1,1,0
1 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,,,,,,,,,,,
"2 The FBI determined that the agency's data were underreported.  Consequently, those data are not included in this table.",,,,,,,,,,,
"3 The FBI determined that the agency's data were overreported.  Consequently, affected data are not included in this table.",,,,,,,,,,,
4 The Tulare County Highway Patrol collects the motor vehicle thefts for this county.  These data can be found in Table 11. ,,,,,,,,,,,
"5 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",,,,,,,,,,,
"6 The data collection methodology for the offense of forcible rape used by the Minnesota state Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines.  Consequently, its figures for forcible rape and violent crime (of which forcible rape is a part) are not published in this table.",,,,,,,,,,,
"7 The FBI determined that the agency did not follow national UCR Program guidelines for reporting an offense.  Consequently, this figure is not included in this table.  ",,,,,,,,,,,
