State,County,Violent_crime,MNNM,Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
North Carolina,Moore,62,1,9,7,45,580,173,385,22,3
North Carolina,Pasquotank,64,0,6,7,51,233,93,118,22,4
North Carolina,Richmond,178,2,21,27,128,"1,007",411,505,91,11
North Carolina,Robeson,717,22,12,90,593,"2,525","1,238","1,110",177,39
North Carolina,Sampson,195,4,22,24,145,877,425,385,67,12
North Carolina,Scotland,59,1,5,12,41,325,170,128,27,8
North Carolina,Stanly,24,1,3,2,18,481,203,240,38,2
North Carolina,Swain,27,2,4,2,19,242,118,91,33,0
North Carolina,Transylvania,38,0,14,0,24,257,78,163,16,3
North Carolina,Tyrrell,4,0,1,0,3,23,10,12,1,0
North Carolina,Vance,125,4,12,8,101,546,206,299,41,13
North Carolina,Warren,40,4,8,5,23,216,101,101,14,2
North Carolina,Watauga,30,4,2,1,23,266,85,159,22,3
North Carolina,Wilkes,132,3,27,8,94,676,241,349,86,8
North Carolina,Yancey,5,0,0,1,4,47,17,26,4,1
North Dakota,Burleigh,12,0,5,0,7,97,23,60,14,1
North Dakota,Cass,18,0,4,2,12,141,49,71,21,1
North Dakota,Grand Forks,15,0,4,0,11,89,18,52,19,0
North Dakota,Morton,3,0,0,0,3,113,18,85,10,1
North Dakota,Oliver,0,0,0,0,0,3,1,1,1,0
North Dakota,Adams,2,0,1,0,1,9,2,6,1,0
North Dakota,Barnes,2,0,0,0,2,18,6,10,2,0
North Dakota,Benson,1,0,0,0,1,13,2,7,4,0
North Dakota,Billings,0,0,0,0,0,6,1,5,0,0
North Dakota,Bottineau,4,0,4,0,0,55,14,29,12,0
North Dakota,Bowman,1,0,1,0,0,10,3,3,4,0
North Dakota,Burke,0,0,0,0,0,2,2,0,0,0
North Dakota,Cavalier,2,0,1,0,1,11,3,6,2,0
North Dakota,Dickey,0,0,0,0,0,8,4,4,0,0
North Dakota,Divide,2,0,1,0,1,6,0,5,1,0
North Dakota,Dunn,5,0,1,0,4,14,3,9,2,0
North Dakota,Eddy,1,0,1,0,0,20,3,13,4,0
North Dakota,Emmons,3,0,1,0,2,28,7,20,1,0
North Dakota,Foster,0,0,0,0,0,10,1,4,5,0
North Dakota,Golden Valley,0,0,0,0,0,0,0,0,0,0
North Dakota,Grant,1,0,1,0,0,5,1,4,0,0
North Dakota,Griggs,3,0,2,0,1,6,1,4,1,0
North Dakota,Hettinger,1,0,0,0,1,22,2,15,5,0
North Dakota,Kidder,0,0,0,0,0,7,3,4,0,0
North Dakota,Lamoure,3,0,0,0,3,4,1,2,1,0
North Dakota,Logan,2,0,0,0,2,0,0,0,0,0
North Dakota,McHenry,6,0,2,0,4,34,7,20,7,1
North Dakota,McIntosh,0,0,0,0,0,0,0,0,0,0
North Dakota,McKenzie,15,0,8,0,7,167,25,114,28,1
North Dakota,McLean,12,0,3,0,9,79,21,52,6,0
North Dakota,Mercer,1,0,1,0,0,16,10,5,1,0
North Dakota,Mountrail,2,1,1,0,0,58,4,48,6,0
North Dakota,Nelson,5,0,0,0,5,15,4,9,2,0
North Dakota,Pembina,6,0,0,0,6,36,11,20,5,0
North Dakota,Pierce,0,0,0,0,0,11,3,7,1,0
North Dakota,Ramsey,3,0,1,0,2,18,2,12,4,0
North Dakota,Ransom,3,1,0,0,2,26,11,9,6,1
North Dakota,Renville,2,0,1,0,1,24,5,17,2,0
North Dakota,Richland,8,0,0,0,8,94,27,51,16,0
North Dakota,Rolette,4,0,1,0,3,38,9,23,6,0
North Dakota,Sargent,7,0,1,0,6,21,10,10,1,2
North Dakota,Sheridan,1,0,0,0,1,4,1,3,0,0
North Dakota,Sioux,0,0,0,0,0,0,0,0,0,0
North Dakota,Slope,0,0,0,0,0,1,1,0,0,0
North Dakota,Stark,5,0,0,0,5,55,9,42,4,1
North Dakota,Steele,0,0,0,0,0,1,0,1,0,0
North Dakota,Stutsman,2,0,1,0,1,33,11,12,10,0
North Dakota,Towner,0,0,0,0,0,16,3,9,4,1
North Dakota,Traill,3,0,1,0,2,54,18,28,8,2
North Dakota,Walsh,7,1,2,0,4,96,35,52,9,0
North Dakota,Ward,38,1,9,2,26,182,65,82,35,5
North Dakota,Wells,3,0,1,0,2,7,5,1,1,1
North Dakota,Williams,15,0,5,0,10,166,37,102,27,1
Ohio,Allen,38,1,14,13,10,582,115,437,30,4
Ohio,Belmont,42,0,12,3,27,205,35,151,19,2
Ohio,Carroll,2,0,0,0,2,71,21,41,9,0
Ohio,Clermont,111,0,23,3,85,897,269,582,46,1
Ohio,Fairfield,52,0,14,5,33,"1,039",139,855,45,2
Ohio,Fulton,14,0,5,2,7,167,32,132,3,1
Ohio,Geauga,10,0,6,1,3,134,28,94,12,0
Ohio,Greene,36,0,12,4,20,348,86,240,22,3
Ohio,Hamilton,176,4,69,22,81,"2,025",235,"1,621",169,13
Ohio,Hocking,28,4,6,2,16,346,108,210,28,3
Ohio,Jefferson,10,0,1,0,9,44,10,33,1,1
Ohio,Lawrence,65,2,18,6,39,446,112,303,31,4
Ohio,Licking,53,0,16,3,34,793,179,555,59,1
Ohio,Lorain,60,0,16,9,35,509,167,323,19,1
Ohio,Lucas,93,0,8,18,67,801,110,640,51,1
Ohio,Madison,20,0,12,2,6,264,56,183,25,2
Ohio,Mahoning,1,0,1,0,0,57,8,44,5,0
Ohio,Medina,11,0,4,0,7,166,98,64,4,0
Ohio,Miami,38,0,10,2,26,280,98,166,16,4
Ohio,Montgomery,279,3,43,76,157,"1,051",288,615,148,17
Ohio,Perry,13,0,7,2,4,124,38,75,11,1
Ohio,Pickaway,22,1,1,3,17,546,130,386,30,5
Ohio,Portage8,,1,,39,304,916,190,688,38,4
Ohio,Richland,61,1,34,6,20,757,166,562,29,1
Ohio,Stark,107,2,36,10,59,"1,544",401,"1,019",124,12
Ohio,Summit,80,0,22,14,44,944,176,705,63,3
Ohio,Union,21,0,3,2,16,126,28,86,12,1
Ohio,Wood,13,0,6,0,7,301,42,240,19,0
Ohio,Adams,8,0,3,1,4,186,45,119,22,2
Ohio,Ashland,37,1,23,0,13,103,25,74,4,0
Ohio,Ashtabula,32,0,2,3,27,457,104,320,33,1
Ohio,Auglaize,3,0,1,0,2,45,10,31,4,0
Ohio,Champaign,25,0,4,0,21,153,39,102,12,0
Ohio,Columbiana,37,1,15,1,20,315,63,222,30,3
Ohio,Coshocton,40,4,15,1,20,345,73,244,28,11
Ohio,Crawford,3,0,1,0,2,92,32,58,2,0
Ohio,Defiance,14,0,6,1,7,117,25,90,2,1
Ohio,Erie,1,0,0,0,1,189,40,144,5,1
Ohio,Fayette,19,0,8,4,7,307,76,219,12,2
Ohio,Gallia,32,1,9,0,22,294,77,192,25,2
Ohio,Hancock,14,0,4,1,9,127,31,91,5,1
Ohio,Hardin,13,0,2,0,11,68,22,42,4,1
Ohio,Henry,13,0,3,1,9,109,36,64,9,0
Ohio,Highland,38,4,17,3,14,305,91,199,15,0
Ohio,Jackson,26,0,14,1,11,229,82,125,22,1
Ohio,Knox,56,0,21,2,33,330,58,272,0,4
Ohio,Logan,31,0,8,1,22,171,45,114,12,0
Ohio,Marion,38,0,13,2,23,935,136,763,36,4
Ohio,Meigs,16,1,1,1,13,230,76,125,29,0
Ohio,Monroe,12,0,3,0,9,64,36,24,4,0
Ohio,Morgan,29,0,2,1,26,80,22,47,11,0
Ohio,Noble,5,0,3,0,2,36,7,27,2,0
Ohio,Paulding,30,1,1,0,28,104,23,80,1,0
Ohio,Pike,33,3,7,1,22,464,93,270,101,5
Ohio,Putnam,15,1,9,2,3,90,19,66,5,0
Ohio,Ross,114,3,33,5,73,"1,041",285,631,125,12
Ohio,Scioto,48,0,12,7,29,633,177,394,62,6
Ohio,Shelby,12,1,1,1,9,131,27,97,7,2
Ohio,Tuscarawas,22,0,9,1,12,241,83,130,28,3
Ohio,Van Wert,16,0,6,0,10,106,40,60,6,1
Ohio,Vinton,10,0,1,0,9,78,23,43,12,0
Ohio,Washington,34,4,8,3,19,172,51,102,19,0
Ohio,Wayne,44,0,14,5,25,473,164,277,32,1
Ohio,Wyandot,3,0,0,0,3,3,2,0,1,0
Oklahoma,Canadian,19,1,6,1,11,151,31,93,27,2
Oklahoma,Cleveland,30,1,5,1,23,245,79,135,31,1
Oklahoma,Comanche,17,0,4,0,13,215,100,79,36,4
Oklahoma,Cotton,0,0,0,0,0,21,3,16,2,1
Oklahoma,Creek,65,2,14,3,46,374,126,178,70,3
Oklahoma,Garfield,12,0,3,0,9,157,38,107,12,2
Oklahoma,Grady,24,0,4,1,19,321,86,177,58,4
Oklahoma,Lincoln,48,1,12,4,31,289,110,132,47,4
Oklahoma,Logan,36,0,9,3,24,384,136,194,54,1
Oklahoma,McClain,27,1,4,1,21,280,109,134,37,3
Oklahoma,Oklahoma,35,1,2,2,30,227,72,94,61,0
Oklahoma,Okmulgee,42,2,10,2,28,216,111,70,35,2
Oklahoma,Osage,56,5,8,3,40,332,140,153,39,7
Oklahoma,Rogers,109,3,11,2,93,472,187,216,69,4
Oklahoma,Sequoyah,88,2,16,1,69,301,122,155,24,7
Oklahoma,Tulsa,228,6,18,16,188,924,321,416,187,7
Oklahoma,Wagoner,48,1,5,5,37,295,115,150,30,10
Oklahoma,Adair,38,1,11,1,25,159,59,79,21,4
Oklahoma,Alfalfa,1,0,0,0,1,26,10,13,3,0
Oklahoma,Atoka,5,0,1,0,4,68,24,27,17,0
Oklahoma,Beaver,0,0,0,0,0,14,4,8,2,0
Oklahoma,Beckham,9,0,2,0,7,77,34,33,10,3
Oklahoma,Blaine,10,0,3,0,7,104,38,56,10,1
Oklahoma,Bryan,30,0,7,1,22,321,138,137,46,2
Oklahoma,Caddo,12,0,1,0,11,165,72,73,20,5
Oklahoma,Carter,29,0,16,3,10,208,64,119,25,4
Oklahoma,Cherokee,69,4,6,5,54,461,169,213,79,4
Oklahoma,Choctaw,47,0,0,0,47,79,28,34,17,0
Oklahoma,Cimarron,0,0,0,0,0,10,2,4,4,0
Oklahoma,Coal,0,0,0,0,0,4,2,1,1,0
Oklahoma,Craig,13,0,4,0,9,106,45,48,13,5
Oklahoma,Custer,12,1,2,0,9,113,44,56,13,0
Oklahoma,Delaware,46,0,8,3,35,263,67,156,40,5
Oklahoma,Dewey,2,0,2,0,0,40,16,19,5,1
Oklahoma,Ellis,7,0,1,0,6,51,16,30,5,2
Oklahoma,Garvin,30,0,8,1,21,269,80,167,22,11
Oklahoma,Grant,3,0,0,0,3,31,11,14,6,1
Oklahoma,Harmon,2,0,1,0,1,9,2,7,0,0
Oklahoma,Haskell,7,0,1,0,6,66,29,29,8,1
Oklahoma,Hughes,8,0,1,0,7,121,27,81,13,2
Oklahoma,Jackson,15,0,3,0,12,46,15,22,9,1
Oklahoma,Jefferson,11,0,2,0,9,18,8,6,4,0
Oklahoma,Johnston,14,2,4,1,7,32,14,11,7,1
Oklahoma,Kay,24,0,0,0,24,68,33,28,7,0
Oklahoma,Kingfisher,13,0,3,0,10,84,9,66,9,1
Oklahoma,Kiowa,5,0,1,0,4,26,10,12,4,1
Oklahoma,Latimer,15,0,1,1,13,85,34,36,15,3
Oklahoma,Le Flore,37,0,4,2,31,281,88,152,41,3
Oklahoma,Love,18,0,4,4,10,100,19,65,16,2
Oklahoma,Major,5,0,2,0,3,30,10,13,7,1
Oklahoma,Marshall,19,3,2,2,12,209,78,92,39,0
Oklahoma,Mayes,38,0,12,1,25,327,90,170,67,7
Oklahoma,McCurtain,29,0,8,1,20,318,124,145,49,15
Oklahoma,McIntosh,37,1,7,1,28,221,104,87,30,3
Oklahoma,Murray,10,0,2,0,8,10,6,3,1,0
Oklahoma,Muskogee,73,0,7,2,64,295,124,144,27,5
Oklahoma,Noble,6,0,1,0,5,76,25,36,15,2
Oklahoma,Nowata,12,0,1,0,11,65,20,28,17,2
Oklahoma,Okfuskee,13,1,3,1,8,145,63,63,19,3
Oklahoma,Ottawa,15,0,5,0,10,122,31,63,28,1
Oklahoma,Payne,25,3,1,0,21,221,64,116,41,5
Oklahoma,Pittsburg,55,3,9,1,42,422,195,186,41,2
Oklahoma,Pontotoc,21,0,4,0,17,143,65,64,14,0
Oklahoma,Pottawatomie,65,1,20,4,40,540,188,271,81,1
Oklahoma,Pushmataha,14,0,0,0,14,91,44,39,8,6
Oklahoma,Roger Mills,9,0,0,0,9,31,5,23,3,2
Oklahoma,Seminole,29,0,8,1,20,257,103,123,31,7
Oklahoma,Stephens,19,0,3,0,16,152,49,80,23,0
Oklahoma,Texas,9,0,3,0,6,51,13,34,4,1
Oklahoma,Tillman,1,0,0,0,1,27,14,11,2,0
Oklahoma,Washita,14,0,2,0,12,52,8,37,7,1
Oklahoma,Woods,6,0,1,0,5,23,4,14,5,0
Oklahoma,Woodward,12,0,2,0,10,68,23,35,10,1
Oregon,Clackamas,446,8,80,92,266,"4,651",600,"3,461",590,17
Oregon,Deschutes,86,1,19,3,63,654,109,475,70,5
Oregon,Jackson,128,10,20,12,86,"1,274",312,833,129,10
Oregon,Josephine,45,0,11,3,31,394,76,148,170,3
Oregon,Linn,56,5,9,8,34,705,167,451,87,14
Oregon,Marion8,,6,,34,48,"2,409",332,"1,666",411,
Oregon,Multnomah,165,3,30,23,109,"1,696",155,"1,255",286,4
Oregon,Polk,52,0,3,5,44,295,88,187,20,4
Oregon,Washington,349,3,108,31,207,"2,480",406,"1,791",283,30
Oregon,Yamhill,41,0,13,5,23,473,100,327,46,8
Oregon,Baker,10,0,1,0,9,59,14,39,6,0
Oregon,Clatsop,28,0,6,0,22,166,34,125,7,2
Oregon,Coos,40,0,4,4,32,506,108,346,52,6
Oregon,Crook,17,3,0,0,14,126,23,93,10,1
Oregon,Curry,42,0,3,0,39,254,59,163,32,1
Oregon,Douglas,153,0,23,10,120,889,235,455,199,12
Oregon,Gilliam6,9,0,3,0,6,52,14,36,2,0
Oregon,Harney,1,0,1,0,0,21,6,12,3,0
Oregon,Jefferson,8,1,2,1,4,172,44,109,19,3
Oregon,Lake,9,0,1,0,8,88,30,49,9,0
Oregon,Lincoln,44,1,6,0,37,271,91,165,15,4
Oregon,Malheur,17,0,3,1,13,192,35,116,41,2
Oregon,Morrow,20,0,4,0,16,112,26,70,16,2
Oregon,Sherman,0,0,0,0,0,42,6,33,3,0
Oregon,Umatilla,43,0,7,3,33,410,152,207,51,10
Oregon,Union,8,0,1,0,7,209,64,129,16,5
Oregon,Wasco,22,0,2,1,19,132,32,89,11,0
Pennsylvania,Allegheny,3,0,0,0,3,0,0,0,0,0
Pennsylvania,Berks,5,0,0,0,5,0,0,0,0,0
Pennsylvania,Bucks,0,0,0,0,0,1,0,1,0,0
Pennsylvania,Erie,5,0,0,0,5,1,0,1,0,0
Pennsylvania,Lancaster,1,0,0,0,1,0,0,0,0,0
Pennsylvania,Monroe,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Montgomery,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Elk,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Snyder,0,0,0,0,0,0,0,0,0,0
Pennsylvania,Wayne,0,0,0,0,0,0,0,0,0,0
South Carolina,Aiken,549,7,74,44,424,"2,639",700,"1,574",365,7
South Carolina,Anderson,693,12,73,63,545,"4,585",882,"3,073",630,27
South Carolina,Beaufort,577,6,52,73,446,"1,879",347,"1,384",148,9
South Carolina,Calhoun,62,0,5,4,53,294,107,146,41,0
South Carolina,Charleston,280,12,27,32,209,"1,698",356,"1,060",282,6
South Carolina,Chester,111,3,8,7,93,529,122,362,45,2
South Carolina,Clarendon,137,3,16,10,108,668,206,412,50,1
South Carolina,Darlington,386,12,26,39,309,"1,853",674,"1,034",145,10
South Carolina,Dorchester,292,2,1,33,256,"1,871",380,"1,305",186,1
South Carolina,Fairfield,154,3,8,8,135,465,130,294,41,3
South Carolina,Florence,516,12,66,82,356,"2,325",586,"1,512",227,19
South Carolina,Greenville,"1,705",24,214,250,"1,217","7,923","1,585","5,510",828,52
South Carolina,Horry,10,0,6,0,4,1,0,0,1,0
South Carolina,Horry County Police Department,834,8,148,88,590,"6,144","1,089","4,493",562,18
South Carolina,Kershaw,160,1,26,18,115,"1,201",240,845,116,11
South Carolina,Lancaster,284,7,52,19,206,"1,677",366,"1,235",76,7
South Carolina,Laurens,219,4,30,15,170,978,281,547,150,8
South Carolina,Lexington,554,13,69,87,385,"5,086","1,000","3,324",762,18
South Carolina,Pickens,228,4,22,8,194,"1,408",383,846,179,7
South Carolina,Richland,"2,206",21,138,263,"1,784","8,709","1,422","6,137","1,150",38
South Carolina,Saluda,43,0,8,1,34,198,63,115,20,1
South Carolina,Spartanburg,"1,042",16,65,83,878,"5,420","1,357","3,487",576,28
South Carolina,Sumter,384,5,23,30,326,"1,543",421,955,167,6
South Carolina,York,377,3,46,42,286,"2,565",515,"1,842",208,9
South Carolina,Allendale,12,0,0,2,10,48,18,26,4,1
South Carolina,Bamberg,24,0,1,3,20,146,41,87,18,3
South Carolina,Barnwell,57,1,2,2,52,292,78,174,40,3
South Carolina,Colleton,214,11,15,15,173,726,201,439,86,8
South Carolina,Dillon,138,5,6,18,109,576,229,301,46,12
South Carolina,Georgetown,187,6,17,15,149,986,213,677,96,6
South Carolina,Hampton,61,0,7,3,51,269,92,164,13,3
South Carolina,Lee,64,0,1,3,60,306,96,185,25,0
South Carolina,Marion,71,0,5,13,53,462,120,265,77,2
South Carolina,Marlboro,106,3,13,6,84,342,115,211,16,4
South Carolina,McCormick,8,0,0,0,8,77,23,41,13,0
South Carolina,Newberry,91,4,5,4,78,299,64,214,21,0
South Carolina,Oconee,199,4,46,13,136,"1,553",351,"1,047",155,22
South Carolina,Orangeburg,744,16,18,41,669,"2,661",791,"1,502",368,5
South Carolina,Union,53,0,7,3,43,376,87,256,33,4
South Dakota,Lincoln,32,1,7,2,22,274,141,113,20,0
South Dakota,McCook,7,0,2,0,5,19,8,8,3,0
South Dakota,Meade,26,1,3,1,21,151,50,87,14,1
South Dakota,Minnehaha,54,0,17,1,36,319,96,172,51,0
South Dakota,Pennington,122,0,57,2,63,352,76,235,41,1
South Dakota,Turner,18,0,2,0,16,45,11,26,8,1
South Dakota,Union,7,0,1,0,6,46,11,33,2,2
South Dakota,Aurora,5,0,0,0,5,1,1,0,0,0
South Dakota,Beadle,4,0,0,0,4,7,3,3,1,0
South Dakota,Bennett,0,0,0,0,0,6,4,0,2,1
South Dakota,Bon Homme,2,0,0,0,2,13,2,3,8,0
South Dakota,Brookings,9,1,2,0,6,45,11,33,1,0
South Dakota,Brown,9,0,2,0,7,40,19,17,4,2
South Dakota,Brule,3,0,1,0,2,1,0,1,0,0
South Dakota,Butte,6,0,0,0,6,29,3,26,0,0
South Dakota,Charles Mix,11,0,3,0,8,19,8,11,0,0
South Dakota,Clark,1,0,0,0,1,5,0,3,2,0
South Dakota,Clay,7,0,1,0,6,50,6,32,12,1
South Dakota,Codington,9,0,0,0,9,16,1,12,3,1
South Dakota,Corson,1,0,0,0,1,26,10,8,8,1
South Dakota,Custer,8,0,2,0,6,135,54,74,7,1
South Dakota,Davison,3,0,0,0,3,14,8,6,0,1
South Dakota,Day,4,0,1,0,3,33,13,14,6,0
South Dakota,Deuel,1,0,0,0,1,16,4,10,2,0
South Dakota,Edmunds,0,0,0,0,0,0,0,0,0,0
South Dakota,Faulk,0,0,0,0,0,7,4,3,0,0
South Dakota,Gregory,0,0,0,0,0,7,0,5,2,0
South Dakota,Hamlin,5,0,1,0,4,29,7,20,2,0
South Dakota,Hand,4,0,3,0,1,1,0,1,0,0
South Dakota,Hanson,1,0,0,0,1,10,5,1,4,0
South Dakota,Hughes,4,0,0,0,4,9,2,5,2,1
South Dakota,Hutchinson,0,0,0,0,0,6,5,0,1,0
South Dakota,Jerauld,1,0,0,0,1,9,3,5,1,0
South Dakota,Jones,0,0,0,0,0,2,1,1,0,0
South Dakota,Kingsbury,0,0,0,0,0,4,1,3,0,0
South Dakota,Lake,2,0,1,0,1,19,4,14,1,0
South Dakota,Lawrence,7,0,1,0,6,39,14,21,4,0
South Dakota,Lyman,2,0,0,0,2,11,7,3,1,0
South Dakota,Marshall,6,0,0,0,6,23,8,14,1,0
South Dakota,McPherson,3,0,0,0,3,18,4,14,0,0
South Dakota,Mellette,0,0,0,0,0,6,1,5,0,0
South Dakota,Miner,0,0,0,0,0,6,4,2,0,0
South Dakota,Moody,3,0,0,0,3,2,2,0,0,1
South Dakota,Perkins,2,0,2,0,0,10,1,9,0,0
South Dakota,Potter,3,0,1,0,2,3,0,2,1,0
South Dakota,Roberts,11,0,1,0,10,7,0,5,2,0
South Dakota,Sanborn,3,0,0,0,3,7,1,6,0,0
South Dakota,Spink,13,0,0,0,13,84,26,49,9,0
South Dakota,Stanley,0,0,0,0,0,10,3,6,1,0
South Dakota,Sully,4,0,0,0,4,9,7,0,2,2
South Dakota,Tripp,2,0,1,0,1,4,0,3,1,0
South Dakota,Walworth,0,0,0,0,0,5,0,5,0,0
South Dakota,Yankton,7,1,2,0,4,53,10,27,16,0
South Dakota,Ziebach,0,0,0,0,0,0,0,0,0,0
Tennessee,Anderson,144,0,11,4,129,472,136,253,83,12
Tennessee,Blount,322,0,55,14,253,"1,103",256,711,136,3
Tennessee,Bradley,205,1,15,13,176,808,190,508,110,1
Tennessee,Campbell,62,0,22,1,39,335,106,178,51,2
Tennessee,Cannon,12,0,1,0,11,96,42,27,27,1
Tennessee,Carter,63,0,3,3,57,334,67,236,31,0
Tennessee,Cheatham,87,1,6,2,78,280,57,174,49,2
Tennessee,Chester,25,1,6,0,18,79,30,37,12,0
Tennessee,Crockett,29,0,0,1,28,106,35,57,14,0
Tennessee,Dickson,121,0,15,4,102,334,88,195,51,0
Tennessee,Fayette,55,1,1,4,49,209,60,121,28,0
Tennessee,Gibson,56,2,7,3,44,160,51,88,21,0
Tennessee,Grainger,43,0,3,1,39,160,38,104,18,0
Tennessee,Hamblen,120,1,11,8,100,462,100,288,74,5
Tennessee,Hartsville/Trousdale,30,0,5,1,24,142,24,105,13,0
Tennessee,Hawkins,77,2,6,2,67,587,163,335,89,3
Tennessee,Jefferson,97,1,14,0,82,428,135,230,63,1
Tennessee,Knox,577,2,62,30,483,"3,413",588,"2,331",494,15
Tennessee,Loudon,72,3,3,3,63,375,79,243,53,1
Tennessee,Macon,41,0,0,0,41,159,54,91,14,1
Tennessee,Madison,103,0,4,12,87,380,73,251,56,0
Tennessee,Marion,59,0,3,1,55,220,43,135,42,3
Tennessee,Maury,140,1,24,1,114,431,94,260,77,3
Tennessee,Montgomery,104,2,10,1,91,571,136,378,57,2
Tennessee,Morgan,40,0,3,1,36,320,100,168,52,1
Tennessee,Polk,25,0,1,2,22,311,61,192,58,3
Tennessee,Roane,63,2,5,1,55,235,70,123,42,1
Tennessee,Robertson,75,1,6,1,67,243,48,164,31,2
Tennessee,Rutherford,205,1,19,16,169,746,153,506,87,10
Tennessee,Sequatchie,31,0,1,1,29,153,40,84,29,3
Tennessee,Shelby,569,3,34,72,460,"2,473",551,"1,703",219,11
Tennessee,Smith,43,0,7,1,35,148,54,82,12,0
Tennessee,Stewart,18,0,3,0,15,92,35,39,18,0
Tennessee,Sullivan,228,5,28,7,188,"1,043",225,656,162,12
Tennessee,Sumner,118,9,11,4,94,404,85,267,52,4
Tennessee,Tipton,123,0,11,3,109,465,131,273,61,1
Tennessee,Unicoi,21,0,0,0,21,116,31,75,10,1
Tennessee,Union,22,1,4,0,17,204,63,116,25,0
Tennessee,Washington,159,1,10,4,144,762,182,446,134,3
Tennessee,Williamson,119,2,14,2,101,289,66,196,27,4
Tennessee,Wilson,85,0,2,4,79,555,105,384,66,1
Tennessee,Bedford,75,0,8,0,67,250,59,165,26,3
Tennessee,Benton,18,0,6,1,11,114,47,50,17,0
Tennessee,Bledsoe,11,0,0,0,11,62,16,28,18,1
Tennessee,Carroll,44,1,7,2,34,154,63,73,18,0
Tennessee,Claiborne,58,4,3,2,49,283,80,162,41,5
Tennessee,Clay,14,0,0,2,12,40,18,20,2,0
Tennessee,Coffee,87,0,6,3,78,403,102,261,40,2
Tennessee,Cumberland,42,1,1,4,36,737,198,440,99,2
Tennessee,Decatur,30,0,3,0,27,100,43,43,14,0
Tennessee,DeKalb,17,1,1,0,15,117,34,68,15,2
Tennessee,Dyer,18,0,2,0,16,184,51,112,21,0
Tennessee,Fentress,27,1,3,0,23,189,46,120,23,3
Tennessee,Franklin,98,3,8,1,86,238,41,163,34,0
Tennessee,Giles,51,1,7,2,41,184,44,114,26,3
Tennessee,Greene,168,0,8,5,155,888,258,487,143,12
Tennessee,Grundy,77,2,7,0,68,245,47,149,49,4
Tennessee,Hancock,21,0,3,0,18,110,24,74,12,0
Tennessee,Hardeman,46,0,2,3,41,178,57,92,29,1
Tennessee,Hardin,35,1,4,2,28,348,121,181,46,1
Tennessee,Haywood,36,1,2,1,32,133,47,64,22,1
Tennessee,Henderson,83,0,9,2,72,295,87,161,47,2
Tennessee,Henry,47,0,8,1,38,298,89,168,41,3
Tennessee,Hickman,84,0,8,1,75,394,108,201,85,0
Tennessee,Houston,23,0,0,0,23,75,21,48,6,0
Tennessee,Humphreys,30,0,0,0,30,93,28,52,13,1
Tennessee,Jackson,24,1,1,1,21,83,21,50,12,2
Tennessee,Johnson,34,1,3,2,28,132,41,69,22,0
Tennessee,Lake,4,0,1,0,3,25,9,12,4,0
Tennessee,Lauderdale,45,2,3,1,39,192,68,104,20,3
Tennessee,Lawrence,49,0,5,1,43,267,97,133,37,3
Tennessee,Lewis,17,0,0,0,17,71,24,40,7,2
Tennessee,Lincoln,62,0,7,2,53,286,101,152,33,1
Tennessee,Marshall,28,0,0,1,27,72,10,43,19,0
Tennessee,McMinn,93,1,8,5,79,549,180,255,114,5
Tennessee,McNairy,55,1,5,1,48,276,93,145,38,4
Tennessee,Meigs,61,0,6,4,51,284,78,157,49,7
Tennessee,Monroe,234,0,10,7,217,873,284,465,124,6
Tennessee,Moore,7,0,2,0,5,58,4,51,3,0
Tennessee,Obion,34,0,1,1,32,177,35,114,28,1
Tennessee,Overton,13,0,1,0,12,135,16,90,29,1
Tennessee,Perry,13,0,0,0,13,59,14,40,5,2
Tennessee,Pickett,8,0,2,0,6,28,4,22,2,0
Tennessee,Putnam,85,0,13,0,72,518,136,317,65,5
Tennessee,Rhea,67,0,5,2,60,191,57,112,22,0
Tennessee,Scott,27,1,2,0,24,161,104,41,16,0
Tennessee,Sevier,153,0,19,10,124,836,203,460,173,1
Tennessee,Van Buren,3,0,0,0,3,30,3,20,7,0
Tennessee,Wayne,14,2,0,0,12,93,21,54,18,1
Tennessee,Weakley,27,0,7,1,19,116,45,53,18,0
Tennessee,White,55,0,2,5,48,251,45,165,41,8
Texas,Austin,13,0,2,0,11,87,40,29,18,0
Texas,Bandera6,12,0,2,1,9,268,95,143,30,1
Texas,Bastrop,212,6,46,18,142,649,192,349,108,5
Texas,Bell,82,0,27,1,54,631,152,445,34,0
Texas,Bexar,692,13,145,88,446,"5,297",990,"3,801",506,39
Texas,Bowie,102,1,25,2,74,331,131,170,30,6
Texas,Brazoria,170,4,13,34,119,"1,325",306,851,168,3
Texas,Brazos,29,0,13,1,15,306,93,200,13,2
Texas,Burleson,20,1,7,2,10,100,34,63,3,1
Texas,Caldwell6,51,0,6,2,43,88,26,53,9,0
Texas,Callahan,5,0,0,0,5,44,12,22,10,1
Texas,Cameron,162,1,46,15,100,937,298,586,53,4
Texas,Carson,22,1,2,3,16,25,9,15,1,0
Texas,Chambers,93,3,8,8,74,544,132,408,4,4
Texas,Clay,16,0,8,0,8,103,33,49,21,2
Texas,Collin,66,0,22,4,40,338,102,187,49,2
Texas,Comal,135,0,40,9,86,601,179,373,49,0
